Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2020-Jan,Case Report,Chondroid lipoma: multimodality imaging in a 9-year-old female,"Melissa Tannenbaum,Philip G. Colucci,Arzu Kovanlikaya",Melissa Tannenbaum,Arzu Kovanlikaya
2020-Jan,Meeting Highlights,"Highlights of the annual scientific meeting of the Society of Skeletal Radiology (SSR) 2019, Scottsdale, Arizona, USA","Michael G. Fox,Laura W. Bancroft",Michael G. Fox,Laura W. Bancroft
2020-Jan,Letter to the Editor,Re: Osteoma-like melorheostosis: a rare type of skeletal dysplasia depicted on FDG PET/CT,Michael J. Klein,Michael J. Klein,Michael J. Klein
2020-Jan,Letter to the Editor,Response to: letter to the editor re: Osteoma-like melorheostosis: a rare type of skeletal dysplasia depicted on FDG PET/CT,"Alain S. Abi-Ghanem,Karl Asmar,Fouad Boulos",Alain S. Abi-Ghanem,Fouad Boulos
2020-Jan,Scientific Article,Whole-body MRI in assessing malignant transformation in multiple hereditary exostoses and enchondromatosis: audit results and literature review,"Anne Grethe Jurik,Peter Holmberg Jørgensen,Mikkel Meng Mortensen",Anne Grethe Jurik,Mikkel Meng Mortensen
2020-Feb,Scientific Article,Clinical utility of a postprocedural CT scan in CT-guided musculoskeletal biopsies,"Lisa Ratanaprasatporn,Jacob C. Mandell",Lisa Ratanaprasatporn,Jacob C. Mandell
2020-Feb,Scientific Article,Bone mineral density measurement combined with vertebral fracture assessment increases diagnosis of osteoporosis in postmenopausal women,"Siqing Cai,Haiming Yu,Peiwen Wang",Siqing Cai,Peiwen Wang
2020-Feb,Scientific Article,Fat quantification of multifidus muscle using T2-weighted Dixon: which measurement methods are best suited for revealing the relationship between fat infiltration and herniated nucleus pulposus,"Seul Ki Lee,Joon-Yong Jung,Jae Jun Yang",Seul Ki Lee,Jae Jun Yang
2020-Feb,Scientific Article,Changes in the morphology of the triangular fibrocartilage complex (TFCC) on magnetic resonance arthrography related to disruption of ulnar foveal attachment,"Ji Hun Park,Kyung-Sik Ahn,Jong Woong Park",Ji Hun Park,Jong Woong Park
2020-Feb,Scientific Article,The influence of knee bolster on lumbar spinal stenosis parameters on MR images,"Azaria Simonovich,Anna Nagar Osherov,Leonid Kalichman",Azaria Simonovich,Leonid Kalichman
2020-Feb,Scientific Article,Cartilage degeneration post-meniscectomy performed for degenerative disease versus trauma: data from the Osteoarthritis Initiative,"Jan Neumann,Kai Kern,Thomas M. Link",Jan Neumann,Thomas M. Link
2020-Feb,Review Article,"Nodal metastases of soft tissue sarcomas: risk factors, imaging findings, and implications","Jeffrey Rosenthal,Kenneth Cardona,Adam Daniel Singer",Jeffrey Rosenthal,Adam Daniel Singer
2020-Feb,Review Article,"Current status and recommendations for imaging in neurofibromatosis type 1, neurofibromatosis type 2, and schwannomatosis","Shivani Ahlawat,Jaishri O. Blakeley,Laura M. Fayad",Shivani Ahlawat,Laura M. Fayad
2020-Feb,Scientific Article,The ring-shaped meniscus: a case series demonstrating the variation of imaging appearances on MRI,"A. Iqbal,E. Mc,Loughlin,S. L. James",A. Iqbal,S. L. James
2020-Feb,Scientific Article,Dynamic MRI of the wrist in less than 20 seconds: normal midcarpal motion and reader reliability,"Stephen S. Henrichon,Brent H. Foster,Robert D. Boutin",Stephen S. Henrichon,Robert D. Boutin
2020-Feb,Scientific Article,The added value of SPECT-CT in the detection of heterotopic ossification on bone scintigraphy,"Mohammad A. Ghanem,Shurouq Dannoon,Abdelhamid H. Elgazzar",Mohammad A. Ghanem,Abdelhamid H. Elgazzar
2020-Feb,Review Article,Current applications and future directions of deep learning in musculoskeletal radiology,"Pauley Chea,Jacob C. Mandell",Pauley Chea,Jacob C. Mandell
2020-Feb,Technical Report,A novel technique for retrieval of a broken biopsy needle,"Walker Asprey,Grace Knuttinen,Adam J. Schwartz",Walker Asprey,Adam J. Schwartz
2020-Feb,Test Yourself: Question,Test yourself: cutaneous mass on the thigh,"Lucas Savaris Linhares,Andre Vaz,Camila Pietroski Reifegerste",Lucas Savaris Linhares,Camila Pietroski Reifegerste
2020-Feb,Case Report,Subsynovial epidermal inclusion cyst of the knee,"Anne-Sophie Vanhoenacker,Patrick Seynaeve,Koenraad Verstraete",Anne-Sophie Vanhoenacker,Koenraad Verstraete
2020-Feb,Case Report,Lumbosacral plexiform neurofibroma: a rare case in an adult without neurofibromatosis type I,"Naomi K. Atkins,J. Derek Stensby,Ayman H. Gaballah",Naomi K. Atkins,Ayman H. Gaballah
2020-Feb,Test Yourself: Answer,Test yourself: cutaneous mass on the thigh,"Lucas Savaris Linhares,André Vaz,Camila Pietroski Reifegerste",Lucas Savaris Linhares,Camila Pietroski Reifegerste
2020-Feb,Meeting Highlights,"Highlights of the special scientific sessions of the 46th Annual Scientific Meeting of the International Skeletal Society (ISS) 2019, Vancouver, Canada",Miriam A. Bredella,Miriam A. Bredella,Miriam A. Bredella
2020-Feb,Letter to the Editor,Commentary to: Giant cell reparative granuloma of the scapula: report of a case and literature review,Fiona Bonar,Fiona Bonar,Fiona Bonar
2020-Feb,Letter to the Editor,Response to a letter to the editor concerning “Giant Cell Reparative Granuloma of the Scapula: report of a case and literature review”,"Andrea Angelini,Pietro Ruggieri",Andrea Angelini,Pietro Ruggieri
2020-Feb,Correction,"Correction to: Skeletal Radiology Volume 49, issue 1, January 2020",The Publisher,The Publisher,The Publisher
2020-Feb,Browser's Notes,Browser's Notes,,,
2020-Mar,Scientific Article,Tibial bone stress injury: diagnostic performance and inter-reader agreement of an abbreviated 5-min magnetic resonance protocol,"Jessica R. Mann,Ged G. Wieschhoff,Jacob C. Mandell",Jessica R. Mann,Jacob C. Mandell
2020-Mar,Scientific Article,Accessory anterolateral talar facet associated with tarsal coalition: prevalence and cross-sectional characterization,"Eman Alqahtani,Evelyne Fliszar,Brady K. Huang",Eman Alqahtani,Brady K. Huang
2020-Mar,Scientific Article,Do magnetic resonance imaging abnormalities of the non-dominant wrist correlate with ulnar-sided wrist pain in elite tennis players?,"Sidney M. Levy,Machar Reid,Andrew H. Rotstein",Sidney M. Levy,Andrew H. Rotstein
2020-Mar,Review Article,External fixators: looking beyond the hardware maze,"Kimia Khalatbari Kani,Jack A. Porrino,Felix S. Chew",Kimia Khalatbari Kani,Felix S. Chew
2020-Mar,Scientific Article,Underestimation of fluoroscopic exposure among orthopedic residents,"Kelly D. Carmichael,Lattisha L. Bilbrew",Kelly D. Carmichael,Lattisha L. Bilbrew
2020-Mar,Scientific Article,Percutaneous reinforced osteoplasty for long bone metastases: a feasibility study,"Nischal Koirala,Gordon Mc,Lennan",Nischal Koirala,Lennan
2020-Mar,Scientific Article,The effect of music on pain and subjective experience in image-guided musculoskeletal corticosteroid injections: a randomized controlled trial,"Weier Li,Roy G. Bryan IIAmbrose J. Huang",Weier Li,Roy G. Bryan IIAmbrose J. Huang
2020-Mar,Scientific Article,"Deep learning for automated segmentation of pelvic muscles, fat, and bone from CT studies for body composition assessment","Robert Hemke,Colleen G. Buckless,Martin Torriani",Robert Hemke,Martin Torriani
2020-Mar,Scientific Article,3-T MRI mapping is a valid in vivo method of quantitatively evaluating the anterior cruciate ligament: rater reliability and comparison across age,"Adam W. Anz,Jos Edison,Michael D. Goodlett",Adam W. Anz,Michael D. Goodlett
2020-Mar,Perspective,Fluoroscopy-guided spine injections: establishing a successful service in your radiology department or practice,"Swati Deshmukh,Jonathan Youngner,Ankur Garg",Swati Deshmukh,Ankur Garg
2020-Mar,Scientific Article,Enthesopathy of the anterior chest wall joints in patients with diffuse idiopathic skeletal hyperostosis (DISH): a retrospective analysis of computed tomography scans,"Shani Broitman,Amir Herman,Iris Eshed",Shani Broitman,Iris Eshed
2020-Mar,Technical Report,Surface adhesive and hand-aided needle–assisted biopsy technique (SAHNA),"R. Rajakulasingam,A. Iqbal,R. Botchu",R. Rajakulasingam,R. Botchu
2020-Mar,Review Article,Skeletal fluorosis: don’t miss the diagnosis!,"Meriem Sellami,Hend Riahi,Mohamed Fethi Ladeb",Meriem Sellami,Mohamed Fethi Ladeb
2020-Mar,Test Yourself: Question,Multiple disappearing spinal lesions,"Daniel Walker,Zaid Jibri",Daniel Walker,Zaid Jibri
2020-Mar,Case Report,Unusual manifestations of diffuse-type tenosynovial giant cell tumor in two patients: importance of radiologic-pathologic correlation,"Ayca Dundar,Jason R. Young,Stephen M. Broski",Ayca Dundar,Stephen M. Broski
2020-Mar,Case Report,Talus Partitus: a review of five cases diagnosed by MRI,"Corbin L. Pomeranz,William B. Morrison,Jeffrey A. Belair",Corbin L. Pomeranz,Jeffrey A. Belair
2020-Mar,Test Yourself: Answer,Multiple disappearing spinal lesions,"Daniel Walker,Zaid Jibri",Daniel Walker,Zaid Jibri
2020-Mar,Meeting Highlights,"Highlights of the 23rd Annual Scientific Meeting of the Australasian Musculoskeletal Imaging Group (AMSIG) 2019, Queenstown, New Zealand","Gregory Cowderoy,Philip Lucas,Paul Marks",Gregory Cowderoy,Paul Marks
2020-Mar,Browser's Notes,Browser's Notes,,,
2020-Mar,Scientific Article,CT-guided transarticular biopsy of the sacroiliac joint: Technique and histomorphological results. A preliminary study,"Niels Egund,Flemming Brandt Sørensen,Anne Grethe Jurik",Niels Egund,Anne Grethe Jurik
2020-Mar,Scientific Article,MRI criteria for diagnosis and predicting severity of carpal tunnel syndrome,"Alex W. H. Ng,James F. Griffith,P. C. Ho",Alex W. H. Ng,P. C. Ho
2020-Apr,Review Article,Critical shoulder angle: what do radiologists need to know?,"Amélie Loriaud,Sylvain Bise,Lionel Pesquer",Amélie Loriaud,Lionel Pesquer
2020-Apr,Scientific Article,Ultrasound-guided versus palpation-guided corticosteroid injections for tendinosis of the long head of the biceps: A randomized comparative study,"Christos K. Yiannakopoulos,Panayiotis D. Megaloikonomos,John Gliatis",Christos K. Yiannakopoulos,John Gliatis
2020-Apr,Scientific Article,"Osteochondral lesions of the lateral trochlear ridge: a rare, subtle but important finding on advanced imaging in patients with elbow pain","Mark S. Collins,Christin A. Tiegs-Heiden",Mark S. Collins,Christin A. Tiegs-Heiden
2020-Apr,Browser's Notes,A case series of successful repair of articular cartilage fragments in the knee,,,
2020-Apr,Test Yourself: Answer,Multiple bilateral forearm nodules,"Robert W. Morris,Youssef Al Hmada,Chris D. Reed",Robert W. Morris,Chris D. Reed
2020-Apr,Case Report,Bone oxaloma—a localized manifestation of bone oxalosis,"Eun Ji Choi,Choong Guen Chee,Hye Won Chung",Eun Ji Choi,Hye Won Chung
2020-Apr,Case Report,Intraligamentous synovial chondromatosis of the anterior cruciate ligament,"Aria Ashir,Wei-Xian Li,Eric Y. Chang",Aria Ashir,Eric Y. Chang
2020-Apr,Test Yourself: Question,Multiple bilateral forearm nodules,"Robert W. Morris,Youssef Al Hmada,Chris D. Reed",Robert W. Morris,Chris D. Reed
2020-Apr,Technical Report,Brown adipose tissue and cancer progression,"Katrina Chu,Stijn A. Bos,Miriam A. Bredella",Katrina Chu,Miriam A. Bredella
2020-Apr,Scientific Article,With or without? A retrospective analysis of intravenous contrast utility in magnetic resonance neurography,"Alan D. Harrell,Daniel Johnson,Swati Deshmukh",Alan D. Harrell,Swati Deshmukh
2020-Apr,Scientific Article,CT-guided discitis-osteomyelitis biopsies with negative microbiology: how many days should we wait before repeating the biopsy?,"Kaitlyn J. Yeh,Jad S. Husseini,Connie Y. Chang",Kaitlyn J. Yeh,Connie Y. Chang
2020-Apr,Scientific Article,A comparison of saline and gadolinium shoulder MR arthrography to arthroscopy,"Adam D. Singer,Jeffrey Rosenthal,Eric Wagner",Adam D. Singer,Eric Wagner
2020-Apr,Scientific Article,Reporting Discrepancy Resolved by Findings and Time in 2947 Emergency Department Ankle X-rays,"Thomas James York,P. J. Jenkins,A. J. Ireland",Thomas James York,A. J. Ireland
2020-Apr,Scientific Article,Lumbar facet joint subchondral bone density in low back pain and asymptomatic subjects,"Chien-Chou Pan,Peter Simon,Nozomu Inoue",Chien-Chou Pan,Nozomu Inoue
2020-Apr,Scientific Article,Correlating clinical assessment and MRI findings in diagnosing calf injuries in elite male Australian rules footballers,"James H. Brennan,Christopher Bell,Andrew H. Rotstein",James H. Brennan,Andrew H. Rotstein
2020-Apr,Scientific Article,Value of response to anesthetic injection during hip MR arthrography to differentiate between intra- and extra-articular pathology,"Arvin B. Kheterpal,Katherine M. Bunnell,Miriam A. Bredella",Arvin B. Kheterpal,Miriam A. Bredella
2020-Apr,Scientific Article,Organ dose and total effective dose of whole-body CT in multiple myeloma patients,"Robert Hemke,Kai Yang,F. Joseph Simeone",Robert Hemke,F. Joseph Simeone
2020-Apr,Scientific Article,"Advanced MR imaging of bone marrow: quantification of signal alterations on T1-weighted Dixon and T2-weighted Dixon sequences in red marrow, yellow marrow, and pathologic marrow lesions","Chayanit Sasiponganan,Kevin Yan,Avneesh Chhabra",Chayanit Sasiponganan,Avneesh Chhabra
2020-Apr,Scientific Article,Ultra-low-dose CT for extremities in an acute setting: initial experience with 203 subjects,"Zlatan Alagic,Robert Bujila,Seppo K. Koskinen",Zlatan Alagic,Seppo K. Koskinen
2020-Apr,Review Article,Pediatric ankle injuries: utilizing the Dias-Tachdjian classification,"Christy B. Pomeranz,Roger J. Bartolotta",Christy B. Pomeranz,Roger J. Bartolotta
2020-Apr,Scientific Article,The exploration of feature extraction and machine learning for predicting bone density from simple spine X-ray images in a Korean population,"Sangwoo Lee,Eun Kyung Choe,Hua Sun Kim",Sangwoo Lee,Hua Sun Kim
2020-May,Browser's Notes,Browser’s Notes,,,
2020-May,Test Yourself: Answer,Chronic low back pain,"Rania Zeitoun,Petra Balogh,Asif Saifuddin",Rania Zeitoun,Asif Saifuddin
2020-May,Case Report,Angiosarcoma arising in massive localized lymphedema,"Samantha Dyroff,Lester J. Layfield,Julia Crim",Samantha Dyroff,Julia Crim
2020-May,Test Yourself: Question,Chronic low back pain,"Rania Zeitoun,Petra Balogh,Asif Saifuddin",Rania Zeitoun,Asif Saifuddin
2020-May,Case Report,MRN findings of lateral antebrachial cutaneous nerve impingement in a collegiate athlete,"My-Linh Nguyen,Jeffrey Rosenthal,Adam D. Singer",My-Linh Nguyen,Adam D. Singer
2020-May,Scientific Article,Effects of intra-articular corticosteroid injections on lumbar trabecular density,"Jonathon Florance,Robert Hemke,Miriam A. Bredella",Jonathon Florance,Miriam A. Bredella
2020-May,Scientific Article,Inter- and intra-reader reproducibility of shear wave elastography measurements for musculoskeletal soft tissue masses,"Jonathan Nicholls,Abdulrahman M. Alfuraih,Philip Robinson",Jonathan Nicholls,Philip Robinson
2020-May,Scientific Article,Single-source dual-energy computed tomography for the detection of bone marrow lesions: impact of iterative reconstruction and algorithms,"N. Engelhard,K. G. Hermann,T. Diekhoff",N. Engelhard,T. Diekhoff
2020-May,Scientific Article,Perfusion in bone marrow lesions assessed on DCE-MRI and its association with pain in knee osteoarthritis: a cross-sectional study,"Cecilie L Daugaard,Robert GC Riis,Mikael Boesen",Cecilie L Daugaard,Mikael Boesen
2020-May,Scientific Article,Tears in the distal superficial medial collateral ligament: the wave sign and other associated MRI findings,"Robert D. Boutin,Russell C. Fritz,Lawrence Yao",Robert D. Boutin,Lawrence Yao
2020-May,Scientific Article,The horizontal calcaneofibular ligament: a sign of hindfoot valgus on ankle MRI,"Sangoh Lee,Ines Oliveira,Asif Saifuddin",Sangoh Lee,Asif Saifuddin
2020-May,Scientific Article,Supraspinatus muscle shear wave elastography (SWE): detection of biomechanical differences with varying tendon quality prior to gray-scale morphologic changes,"Dana J. Lin,Christopher J. Burke,Ronald S. Adler",Dana J. Lin,Ronald S. Adler
2020-May,Scientific Article,Evaluation of ulnar variance on wrist MR imaging: is it a reliable measure?,"Aline Serfaty,Hugo Pereira Costa,Marcelo Bordalo-Rodrigues",Aline Serfaty,Marcelo Bordalo-Rodrigues
2020-May,Scientific Article,Sonographically guided botulinum toxin injections in patients with neurogenic thoracic outlet syndrome: correlation with surgical outcomes,"Dean M. Donahue,Ivan R. B. Godoy,Martin Torriani",Dean M. Donahue,Martin Torriani
2020-May,Scientific Article,Dual-energy CT in the differentiation of crystal depositions of the wrist: does it have added value?,"Katharina Ziegeler,Sandra Hermann,Torsten Diekhoff",Katharina Ziegeler,Torsten Diekhoff
2020-May,Scientific Article,"Correlation between the accessory anterolateral talar facet, bone marrow edema, and tarsal coalitions","Josephina A. Vossen,Mashya Abbassi,Kevin B Hoover",Josephina A. Vossen,Kevin B Hoover
2020-May,Scientific Article,Bipartite medial cuneiform: magnetic resonance imaging findings and prevalence of this rare anatomical variant,"Aline Serfaty,Aline Pessoa,Edson Marchiori",Aline Serfaty,Edson Marchiori
2020-May,Review Article,"MRI appearance of the different meniscal ramp lesion types, with clinical and arthroscopic correlation","Dylan N. Greif,Michael G. Baraga,Jean Jose",Dylan N. Greif,Jean Jose
2020-May,Review Article,Magnetic resonance imaging of the meniscal roots,"Ban Sharif,Tanweer Ashraf,Asif Saifuddin",Ban Sharif,Asif Saifuddin
2020-May,Scientific Article,Intra-articular steroid for adhesive capsulitis: does hydrodilatation give any additional benefit? A randomized control trial,"Samir M. Paruthikunnan,Praveen N. Shastry,Lakshmikanth Halegubbi Karegowda",Samir M. Paruthikunnan,Lakshmikanth Halegubbi Karegowda
2020-May,Scientific Article,Spinopelvic parameters in greater trochanteric pain syndrome: a retrospective case-control study,"Robin Canetti,Benoit de Saint Vincent,Mathieu Thaunat",Robin Canetti,Mathieu Thaunat
2020-Jun,Review Article,"Prosthetic joint infections: diagnosis, management, and complications of the two-stage replacement arthroplasty","Jack Porrino,Annie Wang,Kimia Kani",Jack Porrino,Kimia Kani
2020-Jun,Review Article,Magnetic resonance imaging of impingement and friction syndromes around the knee,"Imran Khan,Tanweer Ashraf,Asif Saifuddin",Imran Khan,Asif Saifuddin
2020-Jun,Scientific Article,"The sensitivity, specificity, and diagnostic accuracy of whole-bone MRI for identifying skip metastases in appendicular osteosarcoma and Ewing sarcoma","James R Barnett,Panagiotis Gikas,Asif Saifuddin",James R Barnett,Asif Saifuddin
2020-Jun,Scientific Article,Incremental value of FDG-PET/CT to monitor treatment response in infectious spondylodiscitis,"Elda Righi,Alessia Carnelutti,Matteo Bassetti",Elda Righi,Matteo Bassetti
2020-Jun,Scientific Article,Value of multidetector computed tomography for the differentiation of delayed aseptic and septic complications after total hip arthroplasty,"Jaime Isern-Kebschull,Xavier Tomas,Alex Soriano",Jaime Isern-Kebschull,Alex Soriano
2020-Jun,Scientific Article,Accuracy of ultrasound in the characterization of superficial soft tissue tumors: a prospective study,"Esther H. Y. Hung,James F. Griffith,Cina S. L. Tong",Esther H. Y. Hung,Cina S. L. Tong
2020-Jun,Scientific Article,"Characterization of soft tissue tumours with ultrasound, shear wave elastography and MRI","N. Winn,J. Baldwin,J. L. Jaremko",N. Winn,J. L. Jaremko
2020-Jun,Scientific Article,Postoperative radiographic observations following transphyseal anterior cruciate ligament reconstruction in skeletally immature patients,"Jason B. Smoak,Alexander Macfarlane,John M. Marzo",Jason B. Smoak,John M. Marzo
2020-Jun,Review Article,Magnetic resonance imaging characteristics in patients with histopathologically proven fibrous dysplasia—a systematic review,"Anna-Reetta Kinnunen,Reijo Sironen,Petri Sipola",Anna-Reetta Kinnunen,Petri Sipola
2020-Jun,Scientific Article,Efficacy of image-guided synovial biopsy,"T. Conor Mc,Kee,Jeffrey A. Belair,William Morrison",T. Conor Mc,William Morrison
2020-Jun,Scientific Article,Qualitative evaluation of MRI features of lipoma and atypical lipomatous tumor: results from a multicenter study,"Lorenzo Nardo,Yasser G Abdelhafez,Thomas M. Link",Lorenzo Nardo,Thomas M. Link
2020-Jun,Scientific Article,Image quality of hip MR arthrography with intra-articular injection of hyaluronic acid versus gadolinium-based contrast agent in patients with femoroacetabular impingement,"Filippo Randelli,Elisabetta Antonia Nocerino,Alberto Aliprandi",Filippo Randelli,Alberto Aliprandi
2020-Jun,Scientific Article,The incidence of skip metastases on whole bone MRI in high-grade bone sarcomas,"Asif Saifuddin,Ban Sharif,Ian Pressney",Asif Saifuddin,Ian Pressney
2020-Jun,Scientific Article,Radiographic features and complications following coracoclavicular ligament reconstruction,"Brian P. Kennedy,Zehava Sadka Rosenberg,Erin F. Alaia",Brian P. Kennedy,Erin F. Alaia
2020-Jun,Scientific Article,"Intramuscular peripheral nerve sheath tumors: schwannoma, ancient schwannoma, and neurofibroma","Seul Ki Lee,Jee-Young Kim,Hyang Sook Jeong",Seul Ki Lee,Hyang Sook Jeong
2020-Jun,Scientific Article,Performance of a rapid two-sequence screening protocol for osteomyelitis of the foot,"Adam D. Singer,Monica Umpierrez,Ravi R. Rajani",Adam D. Singer,Ravi R. Rajani
2020-Jun,Scientific Article,Qualitative and quantitative analysis of glenoid bone stock and glenoid version: inter-reader analysis and correlation with rotator cuff tendinopathy and atrophy in patients with shoulder osteoarthritis,"Matthew J. Siebert,Majid Chalian,Avneesh Chhabra",Matthew J. Siebert,Avneesh Chhabra
2020-Jun,Correction,Correction to: Qualitative and quantitative analysis of glenoid bone stock and glenoid version: inter-reader analysis and correlation with rotator cuff tendinopathy and atrophy in patients with shoulder osteoarthritis,"Matthew J. Siebert,Majid Chalian,Avneesh Chhabra",Matthew J. Siebert,Avneesh Chhabra
2020-Jun,Scientific Article,Evaluation of baseline fracture risk in younger postmenopausal women with breast cancer using different risk assessment methods,"Dagmar Schaffler-Schaden,Christoph Kneidinger,Christian Pirich",Dagmar Schaffler-Schaden,Christian Pirich
2020-Jun,Browser's Notes,Browser’s Notes,,,
2020-Jun,Scientific Article,Diagnostic utility of perilesional muscle edema in myositis ossificans,"Veronika Zubler,Malin Mühlemann,Christian W. Pfirrmann",Veronika Zubler,Christian W. Pfirrmann
2020-Jul,Case Report,Blau syndrome: a rare cause of exuberant granulomatous synovitis of the knee,"Wendy Brown,S Fiona Bonar,Richard Boyle",Wendy Brown,Richard Boyle
2020-Jul,Browser's Notes,Browser’s notes,,,
2020-Jul,Test Yourself: Answer,Diagnosis: subcutaneous myxopapillary ependymoma,"Bashiar Thejeel,Ramanan Rajakulasingam,Asif Saifuddin",Bashiar Thejeel,Asif Saifuddin
2020-Jul,Test Yourself: Question,Diagnosis: Subcutaneous myxopapillary ependymoma,"Bashiar Thejeel,Ramanan Rajakulasingam,Asif Saifuddin",Bashiar Thejeel,Asif Saifuddin
2020-Jul,Case Report,Human T cell lymphotropic virus type-1 associated lymphoma presenting as an intramuscular mass of the calf,"Natalia Gorelik,Syed T Hoda,Ronald Adler",Natalia Gorelik,Ronald Adler
2020-Jul,Scientific Article,Analysis of musculoskeletal radiology fellowship websites,"David J. Lee,Jin Jung,Adam E.M. Eltorai",David J. Lee,Adam E.M. Eltorai
2020-Jul,Review Article,Pelvic bone tumor resection: what a radiologist needs to know,"Michael Mc,Coll,Laura M. Fayad,Shivani Ahlawat",Michael Mc,Shivani Ahlawat
2020-Jul,Review Article,"Computed tomography (CT), X-ray, and MRI evaluation of two anterolateral knee reconstruction techniques: lateral extra-articular tenodesis (LET) and the anterolateral ligament (ALL) reconstruction","Carlos Felipe Teixeira Lôbo,Paulo Victor Partezani Helito,Camilo Partezani Helito",Carlos Felipe Teixeira Lôbo,Camilo Partezani Helito
2020-Jul,Scientific Article,Does MR arthrography cause intracranial gadolinium deposition?,"Katherine M. Bunnell,Robert Hemke,Miriam A. Bredella",Katherine M. Bunnell,Miriam A. Bredella
2020-Jul,Scientific Article,Distal insertional anatomy of the triceps brachii muscle: MRI assessment in cadaveric specimens employing histologic correlation and Play-doh® models of the anatomic findings,"José Renato Negrão,Roberto Mogami,Donald L. Resnick",José Renato Negrão,Donald L. Resnick
2020-Jul,Correction,Correction to: Distal insertional anatomy of the triceps brachii muscle: MRI assessment in cadaveric specimens employing histologic correlation and Play-doh® models of the anatomic findings,"José Renato Negrão,Roberto Mogami,Donald L. Resnick",José Renato Negrão,Donald L. Resnick
2020-Jul,Scientific Article,Interchangeability of CT and 3D “pseudo-CT” MRI for preoperative planning in patients with femoroacetabular impingement,"Albair Guirguis,Joshua Polster,Naveen Subhas",Albair Guirguis,Naveen Subhas
2020-Jul,Scientific Article,Clinical and sonographic evaluation of Endobutton distal biceps brachii tendon repair: what constitutes normal post-operative appearances?,"Ramin Mandegaran,Sean Crowther,Sukhvinder Dhillon",Ramin Mandegaran,Sukhvinder Dhillon
2020-Jul,Technical Report,Dynamic ultrasound-guided trochanteric bursal injection,"Timothy É. Murray,David Roberts,Mark Cresswell",Timothy É. Murray,Mark Cresswell
2020-Jul,Scientific Article,Prevalence of abnormal findings in 230 knees of asymptomatic adults using 3.0 T MRI,"Laura M. Horga,Anna C. Hirschmann,Alister J. Hart",Laura M. Horga,Alister J. Hart
