Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2018-Feb,Scientific Article,MRI findings associated with microscopic residual tumor following unplanned excision of soft tissue sarcomas in the extremities,"Lee Wang,Juan Pretell-Mazzini,Ty K. Subhawong",Lee Wang,Ty K. Subhawong
2018-Feb,Review Article,"Scapulothoracic pathology: review of anatomy, pathophysiology, imaging findings, and an approach to management","Walter Osias,George R. Matcuk Jr.Eric A. White",Walter Osias,George R. Matcuk Jr.Eric A. White
2018-Feb,Meeting Review,Society of Skeletal Radiology 2017 annual meeting summary,"Michael G. Fox,Laura W. Bancroft",Michael G. Fox,Laura W. Bancroft
2018-Feb,Scientific Article,T2 signal intensity as an imaging biomarker for patients with superficial Fibromatoses of the hands (Dupuytren’s disease) and feet (Ledderhose disease) undergoing definitive electron beam irradiation,"James S. Banks,Aaron H. Wolfson,Ty K. Subhawong",James S. Banks,Ty K. Subhawong
2018-Feb,Scientific Article,Clinical efficacy of transforaminal epidural injection for management of zoster-associated pain: a retrospective analysis,"Eung Don Kim,Ha Hyeon Bak,Hue Jung Park",Eung Don Kim,Hue Jung Park
2018-Feb,Scientific Article,Frequency of inflammatory-like MR imaging findings in asymptomatic fingers of healthy volunteers,"Christoph A. Agten,Andrea B. Rosskopf,Florian M. Buck",Christoph A. Agten,Florian M. Buck
2018-Feb,Scientific Article,Tarsometatarsal joint communication during fluoroscopy-guided therapeutic joint injections and relationship with patient age and degree of osteoarthritis,"Yoshimi Endo,O. Kenechi Nwawka,Jayme C. Burket",Yoshimi Endo,Jayme C. Burket
2018-Feb,Scientific Article,Assessment of the zonal variation of perfusion parameters in the femoral head: a 3-T dynamic contrast-enhanced MRI pilot study,"Jean-François Budzik,Guillaume Lefebvre,Anne Cotten",Jean-François Budzik,Anne Cotten
2018-Feb,Browser's Notes,Browser’s notes,,,
2018-Feb,Test Yourself: Answer,Progressive loss of supination of the wrist,"Amandine CrombéYacine Carlier,Lionel Pesquer",Amandine CrombéYacine Carlier,Lionel Pesquer
2018-Feb,Meeting Highlights,"Highlights of the 44th Annual Scientific Congress of the International Skeletal Society (ISS) 2017, New York, New York",Miriam A. Bredella,Miriam A. Bredella,Miriam A. Bredella
2018-Feb,Test Yourself: Question,Progressive loss of supination of the wrist,"Amandine CrombéYacine Carlier,Lionel Pesquer",Amandine CrombéYacine Carlier,Lionel Pesquer
2018-Feb,Letter to the editor,Mesoaxial synostotic syndactyly with phalangeal reduction (MSSD): syndactyly type IX,Sajid Malik,Sajid Malik,Sajid Malik
2018-Feb,Case Report,Giant angioleiomyoma of the sacral foramina: an unusual location,"Sang Min Lee,Doo Hoe Ha,Hye Jin Lee",Sang Min Lee,Hye Jin Lee
2018-Mar,Scientific Article,Magnetic resonance imaging-based morphological and alignment assessment of the patellofemoral joint and its relationship to proximal patellar tendinopathy,"Michel D. Crema,Larissa G. Cortinas,Abdalla Y. Skaf",Michel D. Crema,Abdalla Y. Skaf
2018-Mar,Scientific Article,Comparison of qualitative and quantitative CT and MRI parameters for monitoring of longitudinal spine involvement in patients with multiple myeloma,"M. Horger,J. Fritz,Christopher Kloth",M. Horger,Christopher Kloth
2018-Mar,Scientific Article,Can FDG-PET/CT replace blind bone marrow biopsy of the posterior iliac crest in Ewing sarcoma?,"Ömer Kasalak,Andor W. J. M. Glaudemans,Thomas C. Kwee",Ömer Kasalak,Thomas C. Kwee
2018-Mar,Scientific Article,Early detection of metastases using whole-body MRI for initial staging and routine follow-up of myxoid liposarcoma,"Natalia Gorelik,Santhosh Mauvva Venkatesh Reddy,Thomas I. Powell",Natalia Gorelik,Thomas I. Powell
2018-Mar,Scientific Article,Academic musculoskeletal radiology: influences for gender disparity,"Sadia R. Qamar,Kiran Khurshid,Faisal Khosa",Sadia R. Qamar,Faisal Khosa
2018-Mar,Test Yourself: Question,A 4-year-old with a non-tender dorsal phalangeal lump,"Leon Mieczyslaw Sergot,Savvas Andronikou,Simon Thomas",Leon Mieczyslaw Sergot,Simon Thomas
2018-Mar,Case Report,Primary synovial chondromatosis of the subtalar joint: case report and review of the literature,"J. Derek Stensby,Michael G. Fox,Asal Rahimi",J. Derek Stensby,Asal Rahimi
2018-Mar,Case Report,An uncommon variant of the Essex-Lopresti injury,"Mohamed Ali Kedous,Ahmed Msakni,Mondher Mbarek",Mohamed Ali Kedous,Mondher Mbarek
2018-Mar,Case Report,Multifocal metastatic chordoma to the soft tissues of the fingertips: a case report including sonographic features and a review of the literature,"Zachary Smith,Nicole Girard,Barry G. Hansford",Zachary Smith,Barry G. Hansford
2018-Mar,Case Report,Muscular sarcoidosis involving the chest and abdominal walls: case report with MR imaging,"Seunghyun Lee,In Sook Lee,Kyung-Un Choi",Seunghyun Lee,Kyung-Un Choi
2018-Mar,Case Report,MRI findings in bucket-handle tears of the triangular fibrocartilage complex,"Jean Jose,Azael Arizpe,David Chen",Jean Jose,David Chen
2018-Mar,Test Yourself: Answer,A 4-year-old with a non-tender dorsal phalangeal lump: diagnosis and discussion,"Leon Mieczyslaw Sergot,Savvas Andronikou,Simon Thomas",Leon Mieczyslaw Sergot,Simon Thomas
2018-Mar,Browser's Notes,Browser’s Notes,,,
2018-Mar,Abstracts,"Annual Meeting Abstracts of the Society of Skeletal Radiology (SSR) 2018, Austin, Texas, USA",,,
2018-Mar,Skeletal Radiology: The Year in Review,Skeletal Radiology: The Year in Review 2017,"Daniel I. Rosenthal,Mark J. Kransdorf,Gunnar Astrom",Daniel I. Rosenthal,Gunnar Astrom
2018-Mar,Meeting Highlights,"Highlights of the 21th Annual Scientific Meeting of the Australasian Musculoskeletal Imaging Group (AMSIG) 2017, Melbourne, Australia","Timothy Dickson,David Wang,George Koulouris",Timothy Dickson,George Koulouris
2018-Mar,Review Article,Diffusion weighted imaging demystified: the technique and potential clinical applications for soft tissue imaging,"Shivani Ahlawat,Laura M. Fayad",Shivani Ahlawat,Laura M. Fayad
2018-Mar,Scientific Article,Hyperintense signal alteration in the suprapatellar fat pad on MRI is associated with degeneration of the patellofemoral joint over 48 months: data from the Osteoarthritis Initiative,"Benedikt J. Schwaiger,John Mbapte Wamba,Thomas M. Link",Benedikt J. Schwaiger,Thomas M. Link
2018-Mar,Case Report,Stener-like lesion of the lateral collateral ligament of the first metatarsophalangeal joint,"S. Braspenningx,W. Rezaie,P. Simons",S. Braspenningx,P. Simons
2018-Mar,Case Report,Hyaline fibromatosis syndrome (juvenile hyaline fibromatosis): whole-body MR findings in two siblings with different subcutaneous nodules distribution,"Davide Castiglione,Maria Chiara Terranova,Sergio Salerno",Davide Castiglione,Sergio Salerno
2018-Apr,ACKNOWLEDGEMENT TO REFEREES,Thank you to our reviewers of 2017,"Maud Creze,Antoine Nordez,Marie-France Bellin",Maud Creze,Marie-France Bellin
2018-Apr,Test Yourself: Question,A child with painless left wrist swelling,"Ali Kord Valeshabad,Dallas De La Vara,Karen L. Xie",Ali Kord Valeshabad,Karen L. Xie
2018-Apr,Test Yourself: Answer,Middle-aged female with palpable swelling over the abdominalwall,"Wai Keung Lo,Cheuk Kei Kathy Wong,Chi Hin Chan",Wai Keung Lo,Chi Hin Chan
2018-Apr,Case Report,Not all sagittal band tears come with extensor instability: a case report with radiological and operative correlation,"Amar Udare,Sanjay Desai,Sujit Joshi",Amar Udare,Sujit Joshi
2018-Apr,Case Report,"Uncommon observation of bifocal giant subchondral cysts in the hip: diagnostic role of CT arthrography and MRI, with pathological correlation","Shuo Li,Jeffrey J. Brooks,Greg B. Marrinan",Shuo Li,Greg B. Marrinan
2018-Apr,Case Report,Parosteal extra-axial chordoma of the second metacarpal bone: a case report with literature review,"Pauline Gonzalez-Espino,Maïté Van Cauter,Frederic E. Lecouvet",Pauline Gonzalez-Espino,Frederic E. Lecouvet
2018-Apr,Case Report,Gastric cancer metastatic to neck lipoma: a case report with imaging consideration,"Shinji Tsukamoto,Daniel Vanel,Costantino Errani",Shinji Tsukamoto,Costantino Errani
2018-Apr,Case Report,Triple elastofibromas located in the supra- and infrascapular regions—a case report,"Shuko Nomura,Noriko Kurihara,Junko Sakurada",Shuko Nomura,Junko Sakurada
2018-Apr,Case Report,Complete resolution and remodeling of chronic recurrent multifocal osteomyelitis on MRI and radiographs,"Cyprian Olchowy,Matías de Albert de Delás-Vigo,Rosa Dominguez Oronoz",Cyprian Olchowy,Rosa Dominguez Oronoz
2018-Apr,Case Report,Symptomatic os talus secundarius: a case report and review of the literature,"Y. J. Berkowitz,S. J. Greenwood,V. N. Cassar-Pullicino",Y. J. Berkowitz,V. N. Cassar-Pullicino
2018-Apr,Case Report,Lipoma arborescens of the bicipitoradial bursa,"Ozkan Kose,Hasan May,Melih Unal",Ozkan Kose,Melih Unal
2018-Apr,Test Yourself: Answer,A child with painless left wrist swelling,,,
2018-Apr,Browser's Notes,Browser’s notes,,,
2018-Apr,Correction,Correction to: Voriconazole-induced periostitis deformans: serial imaging in a patient with ANCA vasculitis,"Amar Udare,Sanjay Desai,Sujit Joshi",Amar Udare,Sujit Joshi
2018-Apr,Scientific Article,The predictive value of MRI in the syndesmotic instability of ankle fracture,"S. Cormican,N. Adams,D. de Freitas",S. Cormican,D. de Freitas
2018-Apr,Scientific Article,Ultrasound classification of traumatic distal biceps brachii tendon injuries,"Young Hwan Park,Min A. Yoon,Hak Jun Kim",Young Hwan Park,Hak Jun Kim
2018-Apr,Scientific Article,The posterior–anterior flexed view is better than the anterior–posterior view for assessing osteoarthritis of the knee,"Javier de la Fuente,Marc Blasi,Carles Pedret",Javier de la Fuente,Carles Pedret
2018-Apr,Scientific Article,Concomitant hook of hamate fractures in patients with scaphoid fracture: more common than you might think,"Kilian Rueckl,Friedrich Boettner,Peter Sculco",Kilian Rueckl,Peter Sculco
2018-Apr,Scientific Article,Diagnostic accuracy of low-dose versus ultra-low-dose CT for lumbar disc disease and facet joint osteoarthritis in patients with low back pain with MRI correlation,"Ramin Mandegaran,Sam Gidwani,Ali Zavareh",Ramin Mandegaran,Ali Zavareh
2018-Apr,Scientific Article,Radiographic markers for measuring tibial rotation based on CT-reconstructed radiographs: an accuracy and feasibility study,"Sun Hwa Lee,Seong Jong Yun,Yong Sung Park",Sun Hwa Lee,Yong Sung Park
2018-Apr,Scientific Article,"Percutaneous CT-guided sacroiliac joint sampling for infection: aspiration, biopsy, and technique","David Hakimian,Amal Khoury,Yoram A. Weil",David Hakimian,Yoram A. Weil
2018-Apr,Review Article,"Shear wave sonoelastography of skeletal muscle: basic principles, biomechanical concepts, clinical applications, and future perspectives","David Knipp,F. Joseph Simeone,Connie Y. Chang",David Knipp,Connie Y. Chang
2018-Apr,Test Yourself: Question,Middle-aged female with palpable swelling over the abdominal wall,"Wai Keung Lo,Cheuk Kei Kathy Wong,Chi Hin Chan",Wai Keung Lo,Chi Hin Chan
2018-May,Announcement,2017 Award Winning Papers,"Shadi Khalil,Mohamad G. Al-Rahawan,Mohamad M. Al-Rahawan",Shadi Khalil,Mohamad M. Al-Rahawan
2018-May,Letter to the editor,Periosteal mesenchymal chondrosarcoma of the tibia,Rajendra Kumar,Rajendra Kumar,Rajendra Kumar
2018-May,Test Yourself: Answer,Test yourself: weakness and wasting of forearm,,,
2018-May,Browser's Notes,Browser’s notes,,,
2018-May,Letter to the editor,Response to: Periosteal mesenchymal chondrosarcoma of the tibia,"Christine Ojango,Mario Raguso,Salvatore Masala",Christine Ojango,Salvatore Masala
2018-May,Review Article,Pulse-dose radiofrequency treatment in pain management—initial experience,"Steven P. Daniels,Jelle P. van der List,Gregory S. Di,Felice",Steven P. Daniels,Felice
2018-May,Review Article,Arthroscopic primary repair of the anterior cruciate ligament: what the radiologist needs to know,"Nicola Krähenbühl,Maxwell W. Weinberg,Alexej Barg",Nicola Krähenbühl,Alexej Barg
2018-May,Scientific Article,Imaging in syndesmotic injury: a systematic literature review,"Emmanuel Ducouret,Gilles Reboul,Benjamin Dallaudiere",Emmanuel Ducouret,Benjamin Dallaudiere
2018-May,Scientific Article,CT-guided percutaneous biopsy of sclerotic bone lesions: diagnostic outcomes,"Carly A. Lockard,Katharine J. Wilson,Peter J. Millett",Carly A. Lockard,Peter J. Millett
2018-May,Scientific Article,Quantitative mapping of glenohumeral cartilage in asymptomatic subjects using 3 T magnetic resonance imaging,"Frederiek Laloo,N. Herregods,L. Jans",Frederiek Laloo,L. Jans
2018-May,Scientific Article,MRI of the sacroiliac joints in spondyloarthritis: the added value of intra-articular signal changes for a ‘positive MRI’,"Ayano Tachibana,Nikhil Kotnis",Ayano Tachibana,Nikhil Kotnis
2018-May,Test Yourself: Question,Test yourself: weakness and wasting of forearm,"Omar M. Albtoush,Abtehag A. Taib,Fabian Springer",Omar M. Albtoush,Fabian Springer
2018-May,Scientific Article,MRI in chronic groin pain: sequence diagnostic reliability compared to systematic surgical assessment,"I-Yuan Joseph Chang,Hakan Ilaslan,Naveen Subhas",I-Yuan Joseph Chang,Naveen Subhas
2018-May,Case Report,Atypical lipomatous tumor of the hand with transformation to dedifferentiated liposarcoma: a case report,"Deepika Savant,Shachar Kenan,Leonard Kahn",Deepika Savant,Leonard Kahn
2018-May,Case Report,Osteogenic melanoma: report of a case mimicking osteosarcoma and review of the literature,"Sujin Kim,Geun Young Lee,Yong Chan Ha",Sujin Kim,Yong Chan Ha
2018-May,Case Report,"An intra-articular synovial lipoma of the hip, possibly causing osteoarthritis: a case report and review of the literature","Mohamed Ali Kedous,Ahmed Msakni,Mohsen Trabelsi",Mohamed Ali Kedous,Mohsen Trabelsi
2018-May,Case Report,Unusual circumstances to diagnose cervical Pott’s disease,"Sang Min Lee,Doo Hoe Ha,Ji Young Rho",Sang Min Lee,Ji Young Rho
2018-May,Case Report,Intraarticular calcifying aponeurotic fibroma of the wrist: mimicking gout or calcium pyrophosphate dihydrate deposition disease,"Hee Young Choi,Min Hee Lee,Kyung-Ja Cho",Hee Young Choi,Kyung-Ja Cho
2018-May,Case Report,Isolated subcutaneous nontuberculous mycobacterial infection: a rare case initially mischaracterized as a soft tissue malignancy,"Maxwell W. Weinberg,Nicola Krähenbühl,Alexej Barg",Maxwell W. Weinberg,Alexej Barg
2018-May,Case Report,Isolated avulsion fracture of the first metatarsal base at the peroneus longus tendon attachment: a case report,"Edgar Leonardo Martinez-Salazar,Joao R. T. Vicentini,Martin Torriani",Edgar Leonardo Martinez-Salazar,Martin Torriani
2018-May,Case Report,Avulsion fracture of an ossified pes anserinus tendon post-lateral patellar dislocation,"Daniel C. Ramirez,Sinchun Hwang,Meera Hameed",Daniel C. Ramirez,Meera Hameed
2018-May,Case Report,Hallux saltans due to stenosing tenosynovitis of flexor hallucis longus: dynamic sonography and arthroscopic findings,"Ayano Tachibana,Nikhil Kotnis",Ayano Tachibana,Nikhil Kotnis
2018-Jun,Scientific Article,Hairline fractures following volar plating of the distal radius: a recently recognized hardware-related complication,"Hila Otremski,Oleg Dolkart,Yishai Rosenblatt",Hila Otremski,Yishai Rosenblatt
2018-Jun,Scientific Article,Simultaneous multi-slice accelerated turbo spin echo of the knee in pediatric patients,"Sebastien Benali,Patrick R. Johnston,Sarah D. Bixby",Sebastien Benali,Sarah D. Bixby
2018-Jun,Scientific Article,Magnetic resonance imaging follow-up of chondroid tumors: regression vs. progression,"Bo Mi Chung,Sung Hwan Hong,Dong Hyun Kim",Bo Mi Chung,Dong Hyun Kim
2018-Jun,Scientific Article,Gemelli-obturator complex in the deep gluteal space: an anatomic and dynamic study,"Ramon Balius,Antonio Susín,Xavier Sala-Blanch",Ramon Balius,Xavier Sala-Blanch
2018-Jun,Scientific Article,Adaptive statistical iterative reconstruction use for radiation dose reduction in pediatric lower-extremity CT: impact on diagnostic image quality,"Amisha Shah,Mitchell Rees,Ashok Panigrahy",Amisha Shah,Ashok Panigrahy
2018-Jun,Scientific Article,Reproducibility of shear wave elastography measuresof the Achilles tendon,"Catherine Payne,Peter Watt,Nick Webborn",Catherine Payne,Nick Webborn
2018-Jun,Scientific Article,The association of the medial joint vacuum phenomenon with ulnar collateral ligament injury in symptomatic elbows of younger athletes,"Ryan Tai,Tyson Bolinske,Jacob C. Mandell",Ryan Tai,Jacob C. Mandell
2018-Jun,Technical Report,Exploring metal artifact reduction using dual-energy CT with pre-metal and post-metal implant cadaver comparison: are implant specific protocols needed?,"Ruud H. H. Wellenberg,Johanna C. E. Donders,Geert J. Streekstra",Ruud H. H. Wellenberg,Geert J. Streekstra
2018-Jun,Scientific Article,Effect of sarcopenia on clinical and surgical outcome in elderly patients with proximal femur fractures,"Ching-Di Chang,Jim S. Wu,Colm J. Mcmahon",Ching-Di Chang,Colm J. Mcmahon
2018-Jun,Test Yourself: Question,Clavicle pain,"Jing Wu,Harrison X. Bai,Zishu Zhang",Jing Wu,Zishu Zhang
2018-Jun,Browser's Notes,Browser’s Notes,,,
2018-Jun,Case Report,Aggressive curettage of a chondroblastoma-like osteosarcoma of the proximal end of the tibia. A case report with seven-year follow-up,"Luis Rafael Ramos Pascua,Paula Casas Ramos,Francisco Miguel Izquierdo García",Luis Rafael Ramos Pascua,Francisco Miguel Izquierdo García
2018-Jun,Case Report,Infiltrating angiolipoma of the foot: magnetic resonance imaging features and review of the literature,"Eui Dong Yeo,Bo Mi Chung,Wan Tae Kim",Eui Dong Yeo,Wan Tae Kim
2018-Jun,Case Report,Gouty involvement of the patella and extensor mechanism of the knee mimicking aggressive neoplasm. A case series,"Christopher Kester,Matthew T. Wallace,Albert Aboulafia",Christopher Kester,Albert Aboulafia
2018-Jun,Case Report,Case report: vertebral foreign body granuloma mimicking a skeletal metastasis,"Josephina A. Vossen,Seyed M. Bathaii,Curtis W. Hayes",Josephina A. Vossen,Curtis W. Hayes
2018-Jun,Case Report,Mosaic-pattern dedifferentiation in liposarcoma and chondrosarcoma: imaging features of an uncommon form of dedifferentiation,"Kevin Taylor,Mark J. Kransdorf,Matthew A. Zarka",Kevin Taylor,Matthew A. Zarka
2018-Jun,Case Report,Prosthetic liner wear in total hip replacement: a longitudinal 13-year study with computed tomography,"Lars Weidenhielm,Henrik Olivecrona,Marilyn E. Noz",Lars Weidenhielm,Marilyn E. Noz
2018-Jun,Test Yourself: Answer,Clavicle pain,"Jing Wu,Harrison X. Bai,Zishu Zhang",Jing Wu,Zishu Zhang
2018-Jun,Correction,Correction to: Triple elastofibromas located in the supra- and infrascapular regions—a case report,"Cyprian Olchowy,Matías de Albert,Rosa Dominguez Oronoz",Cyprian Olchowy,Rosa Dominguez Oronoz
2018-Jun,Abstracts,"Annual Scientific Meeting Abstracts of the European Society of Musculoskeletal Radiology (ESSR) 2018, Amsterdam, The Netherlands",,,
2018-Jun,Scientific Article,Quantification of osteoblastic activity in epiphyseal growth plates by quantitative bone SPECT/CT,"Tomohiko Yamane,Ichiei Kuji,Ichiro Matsunari",Tomohiko Yamane,Ichiro Matsunari
2018-Jun,Case Report,A posterior labral cyst associated with an anterior labral tear of the hip,"Elizabeth Scott,Robert Westermann,James Rosneck",Elizabeth Scott,James Rosneck
2018-Jun,Scientific Article,MR arthrography of the hip: diagnostic performance and image quality of 3D-steady state free precession versus 2D turbo spin echo sequences,"Mareen Sarah Kraus,Mike Notohamiprodjo,Ulrich Grosse",Mareen Sarah Kraus,Ulrich Grosse
2018-Jul,Browser's Notes,Browser’s Notes,,,
2018-Jul,Test Yourself: Answer,Abnormal alignment of the left lower extremity and irregular gait,"Pamela Walsh,Lynne Pinkney,Mohammad Samim",Pamela Walsh,Mohammad Samim
2018-Jul,Review Article,Post-operative extra-spinal etiologies of sciatic nerve impingement,"Jonathan A. Flug,Alissa Burge,John A. Carrino",Jonathan A. Flug,John A. Carrino
2018-Jul,Review Article,Multimodality imaging of subacromial impingement syndrome,"Lionel Pesquer,Sophie Borghol,Pierre Abadie",Lionel Pesquer,Pierre Abadie
2018-Jul,Scientific Article,Is a single-level measurement of paraspinal muscle fat infiltration and cross-sectional area representative of the entire lumbar spine?,"Julio Urrutia,Pablo Besa,Sergio Uribe",Julio Urrutia,Sergio Uribe
2018-Jul,Scientific Article,Texture analysis of paraspinal musculature in MRI of the lumbar spine: analysis of the lumbar stenosis outcome study (LSOS) data,"Manoj Mannil,Jakob M. Burgstaller,Roman Guggenberger",Manoj Mannil,Roman Guggenberger
2018-Jul,Scientific Article,"Lumbar paraspinal muscle fat infiltration is independently associated with sex, age, and inter-vertebral disc degeneration in symptomatic patients","Julio Urrutia,Pablo Besa,Sergio Uribe",Julio Urrutia,Sergio Uribe
2018-Jul,Scientific Article,Hand MRI and the Greulich-Pyle atlas in skeletal age estimation in adolescents,"Azadeh Hojreh,Jutta Gamper,Iris-Melanie Noebauer-Huhmann",Azadeh Hojreh,Iris-Melanie Noebauer-Huhmann
2018-Jul,Scientific Article,Feasibility of using an inversion-recovery ultrashort echo time (UTE) sequence for quantification of glenoid bone loss,"Ya-jun Ma,Justin West,Eric Y. Chang",Ya-jun Ma,Eric Y. Chang
2018-Jul,Scientific Article,Prevalence of vitamin D insufficiency in radiologists: a cross-sectional study,"Christoph Amadeus Agten,Lukas Margaroli,Christian W.A. Pfirrmann",Christoph Amadeus Agten,Christian W.A. Pfirrmann
2018-Jul,Perspective,Incorporation of musculoskeletal ultrasound training into the radiology core curriculum,"Netanel S. Berko,Jenna N. Le,Mordecai Koenigsberg",Netanel S. Berko,Mordecai Koenigsberg
2018-Jul,Test Yourself: Question,Abnormal alignment of the left lower extremity and irregular gait,"Pamela Walsh,Lynne Pinkney,Mohammad Samim",Pamela Walsh,Mohammad Samim
2018-Jul,Case Report,Anaplastic plasmacytoma: a rare tumor presenting as a pathological fracture in a younger adult,"Robert W. Morris,Varsha Kumar,Ali G. Saad",Robert W. Morris,Ali G. Saad
2018-Jul,Case Report,Bladder cancer presenting with acrometastases: a different cause of foot pain,"João Matos,Ilaria Mussetto,Nicoletta Gandolfo",João Matos,Nicoletta Gandolfo
