Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2022-Jan,Test Yourself: Answer,Answer To Test Yourself Question: A 19-year-old male presents with progressive distal lower limb pain,"R. Ramanan Rajakulasingam,Miriam Ficial,Asif Saifuddin",R. Ramanan Rajakulasingam,Asif Saifuddin
2022-Jan,Test Yourself: Answer,Enlarging knee masses,"Hatem Mawi,Denis Gravel,Zaid Jibri",Hatem Mawi,Zaid Jibri
2022-Jan,Correction,Correction to: MRI features of ERSA (exercise‑related signal abnormality) lesions in professional soccer players,"James S. B. Kho,Rajesh Botchu,Steven L. James",James S. B. Kho,Steven L. James
2022-Jan,Scientific Article,Reporting errors in plain radiographs for lower limb trauma—a systematic review and meta-analysis,"Thomas York,Christopher Franklin,Darren Leong",Thomas York,Darren Leong
2022-Feb,Perspective,Clinical applications of AI in MSK imaging: a liability perspective,"H. Benjamin Harvey,Vrushab Gowda",H. Benjamin Harvey,Vrushab Gowda
2022-Feb,Editorial,Introduction to the special issue on artificial intelligence in musculoskeletal radiology,"Connie Y. Chang,Thomas M. Link",Connie Y. Chang,Thomas M. Link
2022-Feb,Scientific Article,Deep learning detection of subtle fractures using staged algorithms to mimic radiologist search pattern,"Mark Ren,Paul H. Yi",Mark Ren,Paul H. Yi
2022-Feb,Scientific Article,Deep learning for accurately recognizing common causes of shoulder pain on radiographs,"Nils F. Grauhan,Stefan M. Niehues,Keno K. Bressem",Nils F. Grauhan,Keno K. Bressem
2022-Feb,Scientific Article,Deep learning approach to predict pain progression in knee osteoarthritis,"Bochen Guan,Fang Liu,Richard Kijowski",Bochen Guan,Richard Kijowski
2022-Feb,Review Article,"Artificial intelligence in musculoskeletal imaging: a perspective on value propositions, clinical use, and obstacles","Jan Fritz,Richard Kijowski,Michael P. Recht",Jan Fritz,Michael P. Recht
2022-Feb,Review Article,Deciphering musculoskeletal artificial intelligence for clinical applications: how do I get started?,"Simukayi Mutasa,Paul H. Yi",Simukayi Mutasa,Paul H. Yi
2022-Feb,Scientific Article,Natural language processing of radiology reports to investigate the effects of the COVID-19 pandemic on the incidence and age distribution of fractures,"Florian Jungmann,B. Kämpgen,R. Kloeckner",Florian Jungmann,R. Kloeckner
2022-Feb,Review Article,Musculoskeletal trauma and artificial intelligence: current trends and projections,"Olga Laur,Benjamin Wang",Olga Laur,Benjamin Wang
2022-Feb,Review Article,AI MSK clinical applications: cartilage and osteoarthritis,"Gabby B. Joseph,Charles E. Mc,Culloch,Thomas M. Link",Gabby B. Joseph,Thomas M. Link
2022-Feb,Review Article,AI MSK clinical applications: spine imaging,"Florian A. Huber,Roman Guggenberger",Florian A. Huber,Roman Guggenberger
2022-Feb,Review Article,AI musculoskeletal clinical applications: how can AI increase my day-to-day efficiency?,"Yi,Rang Shin,Sungjun Kim,Young Han Lee",Yi,Young Han Lee
2022-Feb,Review Article,Artificial intelligence applied to musculoskeletal oncology: a systematic review,"Matthew D. Li,Syed Rakin Ahmed,Connie Y. Chang",Matthew D. Li,Connie Y. Chang
2022-Feb,Scientific Article,A deep learning approach to automatically quantify lower extremity alignment in children,Andy Tsai,Andy Tsai,Andy Tsai
2022-Feb,Scientific Article,Artificial intelligence in orthopedic implant model classification: a systematic review,"Mark Ren,Paul H. Yi",Mark Ren,Paul H. Yi
2022-Feb,Scientific Article,Can AI distinguish a bone radiograph from photos of flowers or cars? Evaluation of bone age deep learning model on inappropriate data inputs,"Paul H. Yi,Anirudh Arun,Jan Fritz",Paul H. Yi,Jan Fritz
2022-Feb,Test Yourself: Answer,Test yourself-answer: multiple facial skin lesions associated with gingival hypertrophy in a pair of siblings,"Nour Marroun,Diane Franck,Grammatina Boitsios",Nour Marroun,Grammatina Boitsios
2022-Feb,Case Report,Mammary-type myofibroblastoma of the thigh mimicking liposarcoma,"Natasha Akhlaq,Bibianna Purgina,Zaid Jibri",Natasha Akhlaq,Zaid Jibri
2022-Feb,Case Report,"Pachydermodactyly: the role of ultrasonography, superb microvascular imaging, and elastography in diagnosis","Cláudia Martins Novais,Luís Soares-de-Almeida,João Madruga Dias",Cláudia Martins Novais,João Madruga Dias
2022-Feb,Test Yourself: Question,Test Yourself-Question: Multiple facial skin lesions associated with gingival hypertrophy in a pair of siblings,"Nour Marroun,Diane Franck,Grammatina Boitsios",Nour Marroun,Grammatina Boitsios
2022-Feb,Scientific Article,Automated detection and segmentation of sclerotic spinal lesions on body CTs using a deep convolutional neural network,"Connie Y. Chang,Colleen Buckless,Martin Torriani",Connie Y. Chang,Martin Torriani
2022-Feb,Review Article,Artificial intelligence for MRI diagnosis of joints: a scoping review of the current state-of-the-art of deep learning-based approaches,"Benjamin Fritz,Jan Fritz",Benjamin Fritz,Jan Fritz
2022-Feb,Review Article,AI MSK clinical applications: orthopedic implants,"Paul H. Yi,Simukayi Mutasa,Jan Fritz",Paul H. Yi,Jan Fritz
2022-Feb,Scientific Article,Predicting long-term outcomes of ultrasound-guided percutaneous irrigation of calcific tendinopathy with the use of machine learning,"Evangelia E. Vassalou,Michail E. Klontzas,Apostolos H. Karantanas",Evangelia E. Vassalou,Apostolos H. Karantanas
2022-Feb,Scientific Article,Your mileage may vary: impact of data input method for a deep learning bone age app’s predictions,"Paul H. Yi,Alice C. Yu,Haris I. Sair",Paul H. Yi,Haris I. Sair
2022-Mar,Case Report,Epithelioid osteoblastoma with secondary aneurysmal bone cyst and FOS gene rearrangement,"Justin T. Snow,Mark A. Edgar,Hillary W. Garner",Justin T. Snow,Hillary W. Garner
2022-Mar,Review Article,Periarticular calcifications,"Y. Y. Yan,Y. N. Bin Dous,M. A. Sheikh",Y. Y. Yan,M. A. Sheikh
2022-Mar,Review Article,"Update of pediatric soft tissue tumors with review of conventional MRI appearance—part 1: tumor-like lesions, adipocytic tumors, fibroblastic and myofibroblastic tumors, and perivascular tumors","Jack Porrino,Khalid Al-Dasuqi,Ezekiel Maloney",Jack Porrino,Ezekiel Maloney
2022-Mar,Review Article,Imaging the intermuscular septum in the context of ulnar neuropathy,"Yoav Morag,Miriana Popadich,Lynda C. Yang",Yoav Morag,Lynda C. Yang
2022-Mar,Review Article,Sarcopenia in rheumatic disorders: what the radiologist and rheumatologist should know,"Wilfred Manzano,Leon Lenchik,Robert D. Boutin",Wilfred Manzano,Robert D. Boutin
2022-Mar,Correction,"Correction to: A case of a large solitary fibrous tumor in the thigh, displaying NAB2ex4-STAT6ex2 gene fusion","Bharat Rekhi,Prachi Bapat,Prakash Nayak",Bharat Rekhi,Prakash Nayak
2022-Mar,Scientific Article,The accuracy of MRI for the diagnosis of ramp lesions,"M. Laurens,E. Cavaignac,M. Faruch",M. Laurens,M. Faruch
2022-Mar,Scientific Article,Patellar instability MRI measurements are associated with knee joint degeneration after reconstruction of the medial patellofemoral ligament,"Paula Giesler,Frederic A. Baumann,Pia M. Jungmann",Paula Giesler,Pia M. Jungmann
2022-Mar,Scientific Article,Clinical utility of accelerated MAVRIC-SL with robust-PCA compared to conventional MAVRIC-SL in evaluation of total hip arthroplasties,"Zoe Doyle,Daehyun Yoon,Kathryn J. Stevens",Zoe Doyle,Kathryn J. Stevens
2022-Mar,Case Report,Repetitive trauma-induced extra-nuchal-type fibroma,"Prem Ruben Jayaram,John Walsh,Hugue A. Ouellette",Prem Ruben Jayaram,Hugue A. Ouellette
2022-Mar,Scientific Article,MRI features of ERSA (exercise-related signal abnormality) lesions in professional soccer players,"James S. B. Kho,Rajesh Botchu,Steven L. James",James S. B. Kho,Steven L. James
2022-Mar,Scientific Article,Short tau inversion recovery (STIR) after intravenous contrast agent administration obscures bone marrow edema-like signal on forefoot MRI,"Tim Fischer,Yassir El Baz,Tobias Johannes Dietrich",Tim Fischer,Tobias Johannes Dietrich
2022-Mar,Scientific Article,The Vulcan salute sign: a non-sensitive but specific sign for Morton’s neuroma on radiographs,"Julien Galley,Reto Sutter,Christian W. A. Pfirrmann",Julien Galley,Christian W. A. Pfirrmann
2022-Mar,Test Yourself: Answer,Subungual mass index finger,"Ning C. Mc,Kenzie,Brandon T. Larsen,Shelley S. Noland",Ning C. Mc,Shelley S. Noland
2022-Mar,Scientific Article,Anatomical variation at the sacroiliac joints in young adults: estimated prevalence by CT and concomitant diagnostics by MRI,"Rosa Marie Kiil,Anne Grethe Jurik,Anna Zejden",Rosa Marie Kiil,Anna Zejden
2022-Mar,Scientific Article,T2 MRI at 3T of cartilage and menisci in patients with hyperuricemia: initial findings,"Ningfan Hu,Jiangtao Zhu,Ligong Wang",Ningfan Hu,Ligong Wang
2022-Mar,Scientific Article,Prediction of quadriceps tendon–patellar bone autograft diameter in adolescents with 2-dimensional magnetic resonance imaging and anthropometric measures,"Alexia G. Gagliardi,David R. Howell,Jay C. Albright",Alexia G. Gagliardi,Jay C. Albright
2022-Mar,Scientific Article,Ischiofemoral space dimensions for ischiofemoral impingement: is it different in children?,"Barış Ten,Orhan Beger,Burhan Beger",Barış Ten,Burhan Beger
2022-Mar,Scientific Article,Ligaments of the scapho-trapezial-trapezoidal joint: MR anatomy in asymptomatic and symptomatic individuals,"Kai Higashigaito,Christian W. A. Pfirrmann,Andrea B. Rosskopf",Kai Higashigaito,Andrea B. Rosskopf
2022-Mar,Scientific Article,Could radio-morphological changes in humerus greater tuberosity be an early indicator of rotator cuff tendon injuries?,Nilüfer AylançŞenay Bengin Ertem,Nilüfer AylançŞenay Bengin Ertem,Nilüfer AylançŞenay Bengin Ertem
2022-Mar,Scientific Article,Diagnostic performance of conventional magnetic resonance imaging for detection and grading of subscapularis tendon tear according to Yoo and Rhee classification system in patients underwent arthroscopic rotator cuff surgery,"Tae Ran Ahn,Young Cheol Yoon,Ji Hyun Lee",Tae Ran Ahn,Ji Hyun Lee
2022-Mar,Test Yourself: Question,Subungual mass index finger,"Ning C. Mc,Kenzie,Brandon T. Larsen,Shelley S. Noland",Ning C. Mc,Shelley S. Noland
2022-Mar,Scientific Article,The combination of radiofrequency ablation and vertebroplasty shows advantages over single vertebroplasty in treating vertebral neoplastic lesions,"Fuan Wang,Jianping Gu,Penghua LV",Fuan Wang,Penghua LV
2022-Mar,Scientific Article,CT evaluation for sarcopenia involving the psoas and paravertebral muscles in patients with total hip arthroplasty,"Mesut Ay,Huseyin Cetin,Nurdan Cay",Mesut Ay,Nurdan Cay
2022-Apr,Review Article,Ultrasound of myxofibrosarcoma,"Yoav Morag,David R. Lucas",Yoav Morag,David R. Lucas
2022-Apr,Scientific Article,MRI analysis of simple and aneurysmal bone cysts in the proximal humerus: what actually matters in clinical routine,"E. Josip,C. Kremser,B. Henninger",E. Josip,B. Henninger
2022-Apr,Case Report,Fibroma-like PEComa: a newly recognized soft tissue neoplasm in tuberous sclerosis patients—imaging features and review of literature,"Gitanjali Bajaj,Matthew R. Lindberg,Avneesh Chhabra",Gitanjali Bajaj,Avneesh Chhabra
2022-Apr,Test Yourself: Question,Test yourself question: atraumatic fracture of an abnormal humerus,"Mostafa Ellatif,Ian Pressney,Paul O’Donnell",Mostafa Ellatif,Paul O’Donnell
2022-Apr,Correction,Correction to: Pediatric musculoskeletal pathologies: are there differences in triage of diagnoses and preferences for communication between radiology and orthopedics?,"Syed H. Hussaini,Marian Gaballah,Jie C. Nguyen",Syed H. Hussaini,Jie C. Nguyen
2022-Apr,Scientific Article,Pediatric musculoskeletal pathologies: are there differences in triage of diagnoses and preferences for communication between radiology and orthopedics?,"Syed H. Hussaini,Marian Gaballah,Jie C. Nguyen",Syed H. Hussaini,Jie C. Nguyen
2022-Apr,Scientific Article,Computed tomography guided radiofrequency ablation of osteoid osteoma in children: a single center’s experience,"Dimitrios Filippiadis,Danai Stefanou,Alexis Kelekis",Dimitrios Filippiadis,Alexis Kelekis
2022-Apr,Scientific Article,Diversity and perception of equity and respect in the Society of Skeletal Radiology (SSR),"Miriam A. Bredella,Christine B. Chung",Miriam A. Bredella,Christine B. Chung
2022-Apr,Scientific Article,Angioleiomyoma of the extremities: correlation of magnetic resonance imaging with histopathological findings in 25 cases,"Hiromi Edo,Ayano Matsunaga,Hiroshi Shinmoto",Hiromi Edo,Hiroshi Shinmoto
2022-Apr,Scientific Article,Evaluation of potential tissue heating during percutaneous drill-assisted bone sampling in an in vivo porcine study,"Stefan M. Niehues,Sefer Elezkurtaj,Lisa C. Adams",Stefan M. Niehues,Lisa C. Adams
2022-Apr,Scientific Article,Soft tissue solitary fibrous tumors of the musculoskeletal system: spectrum of MRI appearances and characteristic imaging features,"Vimarsha G. Swami,Elizabeth G. Demicco,Lawrence M. White",Vimarsha G. Swami,Lawrence M. White
2022-Apr,Scientific Article,Reliability of various diastasis measurement methods on weightbearing radiographs in patients with subtle Lisfranc injuries,"Yuki Sugino,Ichiro Yoshimura,Takuaki Yamamoto",Yuki Sugino,Takuaki Yamamoto
2022-Apr,Scientific Article,Prevalence of sacroiliitis among patients referred for hip MR arthrography,"Joseph Giaconi,Leah Waldman,Thomas Learch",Joseph Giaconi,Thomas Learch
2022-Apr,Scientific Article,CT-guided transforaminal epidural steroid injection for discogenic lumbar radiculopathy: influence of contrast dispersion and radiologist’s experience on clinical outcome,"Christoph Germann,Dimitri N. Graf,Reto Sutter",Christoph Germann,Reto Sutter
2022-Apr,Scientific Article,Do Ahlbäck scores identify subgroups with different magnitudes of cartilage thickness loss in patients with moderate to severe radiographic osteoarthritis? One-year follow-up data from the Osteoarthritis Initiative,"Stine Hangaard,Mikael Boesen,Wolfgang Wirth",Stine Hangaard,Wolfgang Wirth
2022-Apr,Scientific Article,Radio-carpal wrist MR arthrography: comparison of ultrasound with fluoroscopy and palpation-guided injections,"Abeer Houssein Ali,Omran Khodary Qenawy,Nagham Nabil Omar",Abeer Houssein Ali,Nagham Nabil Omar
2022-Apr,Perspective,"Perspective to Bredella MA, Chung CB. Diversity and perception of equity and respect in the Society of Skeletal Radiology.Skel Rad;2021",Mark E. Schweitzer,Mark E. Schweitzer,Mark E. Schweitzer
2022-Apr,Review Article,Update on the imaging features of the enchondromatosis syndromes,"Ban Sharif,Daniel Lindsay,Asif Saifuddin",Ban Sharif,Asif Saifuddin
2022-Apr,Review Article,The Lodwick classification for grading growth rate of lytic bone tumors: a decision tree approach,"Matthias Benndorf,Fabian Bamberg,Pia M. Jungmann",Matthias Benndorf,Pia M. Jungmann
2022-Apr,Review Article,Diagnostic performance of MRI and CT in diagnosing necrotizing soft tissue infection: a systematic review,"Robert M. Kwee,Thomas C. Kwee",Robert M. Kwee,Thomas C. Kwee
2022-Apr,Review Article,"Update of pediatric soft tissue tumors with review of conventional MRI appearance—part 2: vascular lesions, fibrohistiocytic tumors, muscle tumors, peripheral nerve sheath tumors, tumors of uncertain differentiation, and undifferentiated small round cell sarcomas","Ezekiel Maloney,Khalid Al-Dasuqi,Jack Porrino",Ezekiel Maloney,Jack Porrino
2022-Apr,Test Yourself: Answer,Test yourself answer to question: atraumatic fracture of an abnormal humerus,"Mostafa Ellatif,Ian Pressney,Paul O’Donnell",Mostafa Ellatif,Paul O’Donnell
2022-May,Abstracts,"Annual Meeting Abstracts of the German Society of Skeletal Radiology (DGMSR) 2022, April 28 – 30, Berlin/ Germany",,,
2022-May,Review Article,The radiological findings in complex elbow fracture-dislocation injuries,"Zeid Al-Ani,Jun-Li Tham,Adam C. Watts",Zeid Al-Ani,Adam C. Watts
2022-May,Test Yourself: Answer,Test yourself: Recurrent right groin lump,"Henry Chi Kit Kwok,Mary Susan Brady,Sinchun Hwang",Henry Chi Kit Kwok,Sinchun Hwang
2022-May,Correction,Correction to: MRI nomenclature for musculoskeletal infection,"Erin F. Alaia,Avneesh Chhabra,William B. Morrison",Erin F. Alaia,William B. Morrison
2022-May,Review Article,The use of cone-beam computed tomography (CBCT) in radiocarpal fractures: a diagnostic test accuracy meta-analysis,"Emma Fitzpatrick,Vivek Sharma,Harvinder Singh",Emma Fitzpatrick,Harvinder Singh
2022-May,Review Article,Update on imaging of the discoid meniscus,"P. A. Tyler,V. Jain,A. Saifuddin",P. A. Tyler,A. Saifuddin
2022-May,Review Article,"Malignant giant cell tumour of bone: a review of clinical, pathological and imaging features","Ismail Tahir,Vanghelita Andrei,Asif Saifuddin",Ismail Tahir,Asif Saifuddin
2022-May,Scientific Article,What happens to the lower lumbar spine after marathon running: a 3.0 T MRI study of 21 first-time marathoners,"Laura M. Horga,Johann Henckel,Alister J. Hart",Laura M. Horga,Alister J. Hart
2022-May,Scientific Article,The accuracy of routine knee MR imaging in detection of acute neurovascular injury following multiligamentous knee injury,"Angela Atinga,Dawn H. Pearce,Lawrence M. White",Angela Atinga,Lawrence M. White
2022-May,Scientific Article,Bone stress injuries in the presence of tarsal coalition as a cause of hindfoot pain in adolescents: case series of 6 patients with literature review,"V. K. Jain,Karthikeyan P. Iyengar,Rajesh Botchu",V. K. Jain,Rajesh Botchu
2022-May,Scientific Article,Meniscus position and size in knees with versus without structural knee osteoarthritis progression: data from the osteoarthritis initiative,"Kalpana Sharma,Felix Eckstein,Katja Emmanuel",Kalpana Sharma,Katja Emmanuel
2022-May,Scientific Article,Computer-aided automatic measurement of leg length on full leg radiographs,"Chan Su Lee,Mu Sook Lee,Byoung-Dai Lee",Chan Su Lee,Byoung-Dai Lee
2022-May,Scientific Article,Traumatic vertebra and endplate fractures promote adjacent disc degeneration: evidence from a clinical MR follow-up study,"Xuan Lu,Zhiwei Zhu,Yue Wang",Xuan Lu,Yue Wang
2022-May,Review Article,Update on imaging in chronic kidney disease-mineral and bone disorder: promising role of functional imaging,"Sharjeel Usmani,Najeeb Ahmed,Tim van den Wyngaert",Sharjeel Usmani,Tim van den Wyngaert
2022-May,Scientific Article,Percutaneous CT-guided corticosteroid injection for the treatment of osseous Langerhans cell histocytosis: a three institution retrospective analysis,"Connie Y. Chang,Julio Brandao Guimares,Thomas M. Link",Connie Y. Chang,Thomas M. Link
2022-May,Scientific Article,Alternative treatment of hip pain from advanced hip osteoarthritis utilizing cooled radiofrequency ablation: single institution pilot study,"Andrew Tran,David Reiter,Felix M. Gonzalez",Andrew Tran,Felix M. Gonzalez
2022-May,Scientific Article,Radiation dose of fluoroscopy-guided versus ultralow-dose CT-fluoroscopy-guided lumbar spine epidural steroid injections,"Ged G. Wieschhoff,Nityanand P. Miskin,Jacob C. Mandell",Ged G. Wieschhoff,Jacob C. Mandell
2022-May,Scientific Article,The posterior oblique ligament in MRI of acute knee trauma,"Darshana Sanghvi,Ayush Srivastav,Vasav Nakshiwala",Darshana Sanghvi,Vasav Nakshiwala
2022-May,Scientific Article,The association of bone bruising and grade of MCL injury in patients sustaining isolated MCL injuries,"Catrin Morgan,Christopher Watura,Charles E. Gibbons",Catrin Morgan,Charles E. Gibbons
2022-May,Test Yourself: Question,Test yourself: recurrent right groin lump,"Henry Chi Kit Kwok,Mary Susan Brady,Sinchun Hwang",Henry Chi Kit Kwok,Sinchun Hwang
2022-May,Case Report,"Tenosynovial giant cell tumor-diffuse type, treated with a novel colony-stimulating factor inhibitor, pexidartinib: initial experience with MRI findings in three patients","Andrew Helming,Barry Hansford,Brooke Beckett",Andrew Helming,Brooke Beckett
2022-May,Case Report,Distant migration of gluteal augmentation fat presenting as a soft tissue knee mass,"Eddy D. Zandee van Rilland,Jim S. Wu,Megan E. Anderson",Eddy D. Zandee van Rilland,Megan E. Anderson
2022-May,Scientific Article,Dual energy CT arthrography in shoulder instability: successful iodine removal with virtual non-contrast images and accurate 3D reformats of the glenoid for assessment of bone loss,"Christoph Stern,Magda Marcon,Reto Sutter",Christoph Stern,Reto Sutter
2022-Jun,Review Article,"Diagnosis, imaging, and potential morbidities of the hallux interphalangeal joint os interphalangeus","Sara Mateen,Kwasi Y. Kwaadu,Sayed Ali",Sara Mateen,Sayed Ali
2022-Jun,Scientific Article,Management of uncomplicated total knee arthroplasty chronic pain and stiffness utilizing cooled radiofrequency ablation: a single institution pilot study,"Fiza M. Khan,Andrew Tran,Felix M. Gonzalez",Fiza M. Khan,Felix M. Gonzalez
2022-Jun,Scientific Article,Inter- and intra-observer reliability of patellar height measurements in patients with and without patellar instability on plain radiographs and magnetic resonance imaging,"Stephen Picken,Harry Summers,Oday Al-Dadah",Stephen Picken,Oday Al-Dadah
2022-Jun,Scientific Article,Peripheral and periosteal chondrosarcoma: MRI-pathological correlation in 58 cases,"William Tilden,Vanghelita Andrei,Asif Saifuddin",William Tilden,Asif Saifuddin
2022-Jun,Review Article,Imaging of progressive collapsing foot deformity with emphasis on the role of weightbearing cone beam CT,"Carlos Felipe Teixeira Lôbo,Eduardo Araújo Pires,Alexandre Leme Godoy-Santos",Carlos Felipe Teixeira Lôbo,Alexandre Leme Godoy-Santos
2022-Jun,Scientific Article,Incidental posterior rib hyperostosis on chest CT: incidence and etiology,"Luke Frager,Dennis Heaton,Brian M. Everist",Luke Frager,Brian M. Everist
2022-Jun,Review Article,The painful lateral column of the foot: from back to front,Julia Crim,Julia Crim,Julia Crim
2022-Jun,Scientific Article,Medial collateral ligament injury of the knee: correlations between MRI features and clinical gradings,"Christopher Watura,Catrin Morgan,Paul Sookur",Christopher Watura,Paul Sookur
2022-Jun,Scientific Article,Preoperative ultrasound accurately characterizes surgically confirmed extracranial spinal accessory nerve injuries,"Garret M. Powell,Francis I. Baffour,Katrina N. Glazebrook",Garret M. Powell,Katrina N. Glazebrook
2022-Jun,Scientific Article,Feasibility study of hallux valgus measurement with a deep convolutional neural network based on landmark detection,"Tong Li,Yuzhao Wang,Jianwu Zhao",Tong Li,Jianwu Zhao
2022-Jun,Scientific Article,Psoas muscle index is related to hip fracture in osteoporosis: a cross-sectional MRI study,"Bilinc Dogruoz Karatekin,Zeynep Nilufer Tekin",Bilinc Dogruoz Karatekin,Zeynep Nilufer Tekin
2022-Jun,Scientific Article,A new radiological index for the assessment of higher body fat status and lumbar spine degeneration,"Emel Ece Özcan-Ekşi,Müjdat Kara,Murat Şakir Ekşi",Emel Ece Özcan-Ekşi,Murat Şakir Ekşi
2022-Jun,Scientific Article,An Investigation of 2D Spine Magnetic Resonance Imaging (MRI) with Compressed Sensing (CS),"Jianxing Qiu,Jing Liu,Naishan Qin",Jianxing Qiu,Naishan Qin
2022-Jun,Scientific Article,Systematic review: investigating the added diagnostic value of gadolinium contrast agents for osteomyelitis in the appendicular skeleton,"Chase C. Labiste,Evan Mc,Elroy,James S. Banks",Chase C. Labiste,James S. Banks
2022-Jun,Technical Report,Utility of multidetector computed tomography quantitative measurements in identifying sarcopenia: a propensity score matched study,"Yu-Qiang Zuo,Zhi-Hong Gao,Ping-Yong Feng",Yu-Qiang Zuo,Ping-Yong Feng
2022-Jun,Test Yourself: Question,Test Yourself Question: A 36-year-old male presenting with a painful swollen right thigh for several months—no previous history of trauma,"Sherif Elsobky,Ramanan Rajakulasingam,Asif Saifuddin",Sherif Elsobky,Asif Saifuddin
2022-Jun,Case Report,Cervical spine tenosynovial giant cell tumor involving the atlantoaxial joint in a pediatric patient with medulloblastoma,"Waylon Wai Chung Tsui,Kin Fen Kevin Fung,Yee Ling Elaine Kan",Waylon Wai Chung Tsui,Yee Ling Elaine Kan
2022-Jun,Case Report,Intraosseous hibernoma of the appendicular skeleton,"Salvatore Gitto,Thom Doeleman,Kirsten van Langevelde",Salvatore Gitto,Kirsten van Langevelde
2022-Jun,Test Yourself: Answer,Test Yourself Answer: A 36-year-old male presenting with a painful swollen right thigh for several months—no previous history of trauma,"Sherif Elsobky,Ramanan Rajakulasingam,Asif Saifuddin",Sherif Elsobky,Asif Saifuddin
