Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2021-Jan,Scientific Article,Ultrashort echo time (UTE) imaging reveals a shift in bound water that is sensitive to sub-clinical tendinopathy in older adults,"Isaac F. Loegering,Sarah C. Denning,Darryl G. Thelen",Isaac F. Loegering,Darryl G. Thelen
2021-Jan,Scientific Article,Percutaneous ultrasonic tenotomy with the TX-1 device versus surgical tenotomy for the treatment of common extensor tendinosis,"Faysal Altahawi,Xin Li,Michael C. Forney",Faysal Altahawi,Michael C. Forney
2021-Jan,Scientific Article,The value of chest and skeletal staging studies in conventional chondrosarcoma,"Ines Oliveira,Nehal Singla,Asif Saifuddin",Ines Oliveira,Asif Saifuddin
2021-Jan,Scientific Article,Clinical evaluation of a new adaptive iterative metal artifact reduction method in whole-body low-dose CT skeletal survey examinations,"Zaiyang Long,Christin A. Tiegs-Heiden,Joel G. Fletcher",Zaiyang Long,Joel G. Fletcher
2021-Jan,Scientific Article,Accuracy of craniocervical measurements on CT for identifying partial or complete craniocervical ligament injuries in pediatric patients,"Nicholas M. Beckmann,Suresh K. Cheekatla,O. Clark West",Nicholas M. Beckmann,O. Clark West
2021-Jan,Scientific Article,Patients with ACL graft deficiency showed a higher frequency of knee osteoarthritis compared with patients with intact ACL graft in the medium term,"Ozan Asmakutlu,Deniz Alis,Mujdat Bankaoglu",Ozan Asmakutlu,Mujdat Bankaoglu
2021-Jan,Scientific Article,3D imaging for hindfoot alignment assessment: a comparative study between non-weight-bearing MRI and weight-bearing CT,"Anil Haldar,Alessio Bernasconi,Asif Saifuddin",Anil Haldar,Asif Saifuddin
2021-Jan,Browser's Notes,Browser's Notes,,,
2021-Jan,Test Yourself: Answer,Paraspinal soft tissue masses in a patient with a metabolic bone disease,"Aishwarya Gulati,Achala Donuru,Maansi Parekh",Aishwarya Gulati,Maansi Parekh
2021-Jan,Test Yourself: Answer,Right third toe swelling,"Ramanan Rajakulasingam,Daniel Lindsay,Asif Saifuddin",Ramanan Rajakulasingam,Asif Saifuddin
2021-Jan,Case Report,Metastasizing chondroblastoma: a rare bone tumor no longer supported by the WHO classification,"Daniel Baumhoer,Dorothee Harder,Attila Kollar",Daniel Baumhoer,Attila Kollar
2021-Jan,Case Report,Traumatic myositis ossificans: multifocal lesions suggesting malignancy on FDG-PET/CT—a case report,"Miho Sasaki,Yuka Hotokezaka,Shuichi Fujita",Miho Sasaki,Shuichi Fujita
2021-Jan,Scientific Article,"Characteristic MRI findings of shoulder, elbow, and wrist joints in wheelchair user","Masafumi Sakai,Takahiro Mutsuzaki,Kotaro Nakajima",Masafumi Sakai,Kotaro Nakajima
2021-Jan,Test Yourself: Question,Paraspinal soft tissue masses in a patient with a metabolic bone disease,"Aishwarya Gulati,Achala Donuru,Maansi Parekh",Aishwarya Gulati,Maansi Parekh
2021-Jan,Case Report,Parosteal osteosarcoma associated with a low-grade component mimicking well-differentiated liposarcoma: a case report,"P. Sohier,M. Rodrigues,F. Larousserie",P. Sohier,F. Larousserie
2021-Jan,Technical Report,Quantitative magnetic resonance imaging: differentiating soft tissue implants and fillers used in cosmetic and reconstructive surgery,"Elodie Niasme,Benedicte M. A. Delattre,Sana Boudabbous",Elodie Niasme,Sana Boudabbous
2021-Jan,Scientific Article,Obese and overweight individuals have greater knee synovial inflammation and associated structural and cartilage compositional degeneration: data from the osteoarthritis initiative,"Thanat Kanthawang,Jannis Bodden,Thomas M. Link",Thanat Kanthawang,Thomas M. Link
2021-Jan,Scientific Article,Imaging of non-neurogenic peripheral nerve malignancy—a case series and systematic review,"Rodrigo Luna,Laura M. Fayad,Shivani Ahlawat",Rodrigo Luna,Shivani Ahlawat
2021-Jan,Scientific Article,"Lateral femoral condyle insufficiency fractures: imaging findings, demographics, and analysis of outcomes","Terence P. Farrell,Diane M. Deely,Kristen E. Mc,Clure",Terence P. Farrell,Clure
2021-Jan,Test Yourself: Question,Test yourself question: right third toe swelling,"Ramanan Rajakulasingam,D. Lindsay,A. Saifuddin",Ramanan Rajakulasingam,A. Saifuddin
2021-Feb,Scientific Article,Developmental dysplasia of the hip: can contrast-enhanced MRI predict the development of avascular necrosis following surgery?,"Jie C. Nguyen,Susan J. Back,Wudbhav N. Sankar",Jie C. Nguyen,Wudbhav N. Sankar
2021-Feb,Scientific Article,Improving the quantitative classification of Erlenmeyer flask deformities,"Gautam Adusumilli,Joshua D. Kaggie,The GAUCHERITE Consortium",Gautam Adusumilli,The GAUCHERITE Consortium
2021-Feb,Scientific Article,"Comparison of 2D, 3D, and radially reformatted MR images in the detection of labral tears and acetabular cartilage injury in young patients","Stephanie Watson Mayer,Anne Skelton,Michael Fadell",Stephanie Watson Mayer,Michael Fadell
2021-Feb,Scientific Article,Use of routine computed tomography scans for detecting osteoporosis in thoracolumbar vertebral bodies,"Ping Wang,Wei She,Gang Huang",Ping Wang,Gang Huang
2021-Feb,Scientific Article,"Quantifying in vivo scaphoid, lunate, and capitate kinematics using four-dimensional computed tomography","Michelle Brinkhorst,Mahyar Foumani,Geert Streekstra",Michelle Brinkhorst,Geert Streekstra
2021-Feb,Case Report,Amyloidoma: a review and case report,"Sohil S. Desai,Michael G. Rizzo,Motasem Al Maaieh",Sohil S. Desai,Motasem Al Maaieh
2021-Feb,Scientific Article,Mesenchymal chondrosarcoma: imaging features and clinical findings,"Soleen Ghafoor,Meera R. Hameed,Sinchun Hwang",Soleen Ghafoor,Sinchun Hwang
2021-Feb,Scientific Article,"Routine knee MRI: how common are peripheral nerve abnormalities, and why does it matter?","Danoob Dalili,Amanda Isaac,Shivani Ahlawat",Danoob Dalili,Shivani Ahlawat
2021-Feb,Scientific Article,The “Balgrist Score” for evaluation of Charcot foot: a predictive value for duration of off-loading treatment,"Martin C. Berli,Kai Higashigaito,Andrea B. Rosskopf",Martin C. Berli,Andrea B. Rosskopf
2021-Feb,Scientific Article,The value of chest and skeletal staging in parosteal osteosarcoma: two-centre experience and literature review,"R. Rajakulasingam,V. Attard,A. Saifuddin",R. Rajakulasingam,A. Saifuddin
2021-Feb,Scientific Article,Reliability of three radiographic classification systems for knee osteoarthritis among observers of different experience levels,"Nicholas Wing,Natasha Van Zyl,Chris Wall",Nicholas Wing,Chris Wall
2021-Feb,Scientific Article,Complications in image-guided musculoskeletal injections,"John P. Hynes,Meadhbh Ni Fhlatharta,Eoin C. Kavanagh",John P. Hynes,Eoin C. Kavanagh
2021-Feb,Scientific Article,The importance of MRI review following the diagnosis of atypical cartilaginous tumour using image-guided needle biopsy,"Asif Saifuddin,Ines Oliveira,Paul O’Donnell",Asif Saifuddin,Paul O’Donnell
2021-Feb,Review Article,An OrthoRadiological review of superior capsularreconstruction in the shoulder,"Zeid Al-Ani,Puneet Monga,Subhasis Basu",Zeid Al-Ani,Subhasis Basu
2021-Feb,Technical Report,Role of ultrasound-guided perineural injection of the posterior antebrachial cutaneous nerve for diagnosis and potential treatment of chronic lateral elbow pain,"Sagar Wagle,Katrina Glazebrook,Mark Morrey",Sagar Wagle,Mark Morrey
2021-Feb,Scientific Article,Dual-energy CT collagen density mapping of wrist ligaments reveals tissue remodeling in CPPD patients: first results from a clinical cohort,"Katharina Ziegeler,Sophia-Theresa Richter,Torsten Diekhoff",Katharina Ziegeler,Torsten Diekhoff
2021-Feb,Test Yourself: Answer,Painful left forearm swelling,"Julio Brandão Guimaraes,Renato Masson,Henrique Lederman",Julio Brandão Guimaraes,Henrique Lederman
2021-Feb,Letter to the Editor,"In silico diagnosis for sarcopenia is not possible without anthropometric, strength, and performance assessments","Timur Ekiz,Ayşe Merve Ata,Levent Özçakar",Timur Ekiz,Levent Özçakar
2021-Feb,Letter to the Editor,"Reply to: In silico diagnosis for sarcopenia is not possible without anthropometric, strength, and performance assessments","Stefania Zannoni,Domenico Albano,Luca Maria Sconfienza",Stefania Zannoni,Luca Maria Sconfienza
2021-Feb,Correction,"Correction to: A comprehensive review of the normal, abnormal, and post-operative MRI appearance of the proximal biceps brachii","Jeffrey Rosenthal,My-Linh Nguyen,Adam D. Singer",Jeffrey Rosenthal,Adam D. Singer
2021-Feb,Correction,Correction to: Painful left forearm swelling,"Julio Brandão Guimaraes,Renato Masson,Henrique Lederman",Julio Brandão Guimaraes,Henrique Lederman
2021-Feb,Case Report,EWSR1-SMAD3 fibroblastic tumour of bone: expanding the clinical spectrum,"Solange De Noon,Adrienne M Flanagan,Fernanda Amary",Solange De Noon,Fernanda Amary
2021-Feb,Review Article,Review article: the current status of CT-guided needle biopsy of the spine,"Asif Saifuddin,Valentina Palloni,Syed Ehtasham Junaid",Asif Saifuddin,Syed Ehtasham Junaid
2021-Feb,Case Report,Rupture of the peroneus quartus tendon in a professional rugby player,"Gajan Rajeswaran,Ali James,Adam W. M. Mitchell",Gajan Rajeswaran,Adam W. M. Mitchell
2021-Feb,Test Yourself: Question,Painful left forearm swelling,"Julio Brandão Guimaraes,Renato Masson,Henrique Lederman",Julio Brandão Guimaraes,Henrique Lederman
2021-Feb,Case Report,Tenosynovial giant cell tumor of the upper cervical spine arising from the posterior atlanto-occipital membrane: a case report,"Yun Ji Kim,Ji Hyun Hong,Seong Jin Cho",Yun Ji Kim,Seong Jin Cho
2021-Mar,Scientific Article,Imaging features and clinical course of undifferentiated round cell sarcomas with CIC-DUX4 and BCOR-CCNB3 translocations,"Emily J. Brady,Meera Hameed,Sinchun Hwang",Emily J. Brady,Sinchun Hwang
2021-Mar,Review Article,Imaging-based patient-reported outcomes (PROs) database: How we do it,"Soterios Gyftopoulos,Adam Jacobs,Mohammad Samim",Soterios Gyftopoulos,Mohammad Samim
2021-Mar,Scientific Article,Sonographic and radiographic evaluation of the extensor tendons in early postoperative period after total knee arthroplasty,"Viviane Creteur,Riccardo De Angelis,Afarine MADANI",Viviane Creteur,Afarine MADANI
2021-Mar,Scientific Article,Percutaneous image-guided sternal biopsy: a cross-institutional retrospective review of diagnostic yield and safety in 50 cases,"Ningcheng (Peter) Li,Molly A. Wingfield,Barry G. Hansford",Ningcheng (Peter) Li,Barry G. Hansford
2021-Mar,Scientific Article,Ulnar collateral ligament injuries of the first metacarpophalangeal joint: prevalence of associated injuries on radiographs and MRI,"Sebastian Manneck,Filippo Del Grande,Anna Hirschmann",Sebastian Manneck,Anna Hirschmann
2021-Mar,Scientific Article,Do non-weight-bearing knee radiographs for chronic knee pain result in increased follow-up imaging?,"Elizabeth S. Levin,Jacob C. Mandell,Stacy E. Smith",Elizabeth S. Levin,Stacy E. Smith
2021-Mar,Scientific Article,Differentiating rheumatoid and psoriatic arthritis: a systematic analysis of high-resolution magnetic resonance imaging features—preliminary findings,"Daniel B. Abrar,Christoph Schleich,Philipp Sewerin",Daniel B. Abrar,Philipp Sewerin
2021-Mar,Scientific Article,MRI of the ulnar nerve pre- and post-transposition: imaging features and rater agreement,"Thiru Sivakumaran,Darryl B. Sneag,Yoshimi Endo",Thiru Sivakumaran,Yoshimi Endo
2021-Mar,Scientific Article,"Meniscal ramp lesions: frequency, natural history, and the effect on knee cartilage over 2 years in subjects with anterior cruciate ligament tears","Julio Brandao Guimaraes,Benedikt J. Schwaiger,Thomas M. Link",Julio Brandao Guimaraes,Thomas M. Link
2021-Mar,Scientific Article,The deep medial femoral sulcus sign: does it exist?,"Robert D. Wissman,Derek Stensby,Mojgan Golzy",Robert D. Wissman,Mojgan Golzy
2021-Mar,Scientific Article,The pediatric accessory sacroiliac joint: does it exist?,"Allison Rixey,Naveen Murthy,Gavin Mc,Kenzie",Allison Rixey,Kenzie
2021-Mar,Scientific Article,Qualitative evaluation of MRI features in aneurysmal bone cysts after percutaneous sclerotherapy,"Eric S. Bih,Kimberly Dao,Raja Shaikh",Eric S. Bih,Raja Shaikh
2021-Mar,Test Yourself: Question,Test yourself: question—a 62-year-old lady with painful swelling of right hand index finger for the last 8 weeks,"Sajid Butt,Roberto Tirabosco,Asif Saifuddin",Sajid Butt,Asif Saifuddin
2021-Mar,Test Yourself: Question,Bilateral round lucent iliac defects,"Hieu Diep,Christopher Wasyliw,Laura Bancroft",Hieu Diep,Laura Bancroft
2021-Mar,Case Report,Subperiosteal chondromyxoid fibroma: a rare case involving the humeral diaphysis,"Jean-Philippe Delorme,Bibianna Purgina,Zaid Jibri",Jean-Philippe Delorme,Zaid Jibri
2021-Mar,Case Report,Acral FibroChondroMyxoid tumor: imaging features of a new entity,"Thomas Le Corroller,Nicolas Macagno,Corinne Bouvier",Thomas Le Corroller,Corinne Bouvier
2021-Mar,Test Yourself: Answer,Question: A 62-year-old lady with painful swelling of right hand index finger for the last 8 weeks,"Sajid Butt,Roberto Tirabosco,Asif Saifuddin",Sajid Butt,Asif Saifuddin
2021-Mar,Test Yourself: Answer,Bilateral round lucent iliac defects,"Hieu Diep,Christopher Wasyliw,Laura Bancroft",Hieu Diep,Laura Bancroft
2021-Mar,Browser notes,Browser notes,,,
2021-Mar,Scientific Article,"Diagnosing sarcopenia at the point of imaging care: analysis of clinical, functional, and opportunistic CT metrics","Lawrence Yao,Anahit Petrosyan,Robert D. Boutin",Lawrence Yao,Robert D. Boutin
2021-Mar,Review Article,Ultrasound-guided microwave ablation in the treatment of inguinal neuralgia,"Steven P. Daniels,Helen S. Xu,Kenneth S. Lee",Steven P. Daniels,Kenneth S. Lee
2021-Apr,Review Article,Imaging of meniscal allograft transplantation: what the radiologist needs to know,"Saeed Dianat,Kirstin M. Small,Jacob C. Mandell",Saeed Dianat,Jacob C. Mandell
2021-Apr,Scientific Article,Deep learning method for segmentation of rotator cuff muscles on MR images,"Giovanna Medina,Colleen G. Buckless,Martin Torriani",Giovanna Medina,Martin Torriani
2021-Apr,Scientific Article,Contrast-enhanced ultrasound-guided musculoskeletal biopsies: our experience and technique,"Steven P. Daniels,Lori Mankowski Gettle,Andrew B. Ross",Steven P. Daniels,Andrew B. Ross
2021-Apr,Browser's Notes,Browser’s Notes,,,
2021-Apr,Correction,"Correction to: Characteristic MRI findings of shoulder, elbow, and wrist joints in wheelchair user","Masafumi Sakai,Hirotaka Mutsuzaki,Kotaro Nakajima",Masafumi Sakai,Kotaro Nakajima
2021-Apr,Test Yourself: Answer,Test yourself answer to question: Incidental left L5/S1 facet finding on MRI,"Ramanan Rajakulasingam,Daniel Lindsay,Thillainayagam Muthukumar",Ramanan Rajakulasingam,Thillainayagam Muthukumar
2021-Apr,Case Report,Ulnar shaft stress fractures in fast-pitch softball pitchers: a case series and proposed mechanism of injury,"Jens T. Verhey,Erik Verhey,Jeremiah R. Long",Jens T. Verhey,Jeremiah R. Long
2021-Apr,Case Report,Soft tissue recurrence of an osteoid osteoma: an exceptional observation,"Emilie Wacheul,Thibaut Leemrijse,Frédéric E. Lecouvet",Emilie Wacheul,Frédéric E. Lecouvet
2021-Apr,Case Report,Fibroma-like perivascular epithelioid cell tumor: a rare case in a long bone,"Sara Ramezanpour,Andrew E. Horvai,Thomas M. Link",Sara Ramezanpour,Thomas M. Link
2021-Apr,Case Report,Epiphyseal lymphoid infiltrates of the knee in adolescents,"Lukas Urbanschitz,Christoph Amadeus Agten,Daniel Andreas Müller",Lukas Urbanschitz,Daniel Andreas Müller
2021-Apr,Test Yourself: Question,Test yourself question: incidental left L5/S1 facet finding on MRI,"R. Rajakulasingam,D. Lindsay,T. Muthukumar",R. Rajakulasingam,T. Muthukumar
2021-Apr,Scientific Article,Intraosseous lipomas originating from simple bone cysts,"Bernhard J. Tins,Yaron J. Berkowitz,Paul Cool",Bernhard J. Tins,Paul Cool
2021-Apr,Scientific Article,Dual-energy CT arthrography: a feasibility study,"Rashpal Sandhu,Mercan Aslan,Naveen Subhas",Rashpal Sandhu,Naveen Subhas
2021-Apr,Scientific Article,Dermatofibrosarcoma protuberans: the diagnosis of high-grade fibrosarcomatous transformation,"Paul Choong,Daniel Lindsay,Asif Saifuddin",Paul Choong,Asif Saifuddin
2021-Apr,Scientific Article,An assessment of fluid–fluid levels on magnetic resonance imaging of spinal tumours,"Nehal Singla,Syed Ehtasham Junaid,Asif Saifuddin",Nehal Singla,Asif Saifuddin
2021-Apr,Scientific Article,Assessment of postoperative acromial and subacromial morphology after arthroscopic acromioplasty using magnetic resonance imaging,"Hye Jin Kang,Ji Seon Park,So Young Park",Hye Jin Kang,So Young Park
2021-Apr,Scientific Article,Measurement of tibial tuberosity—trochlear groove distance by MRI: assessment and correction of knee positioning errors,"Niels Egund,Nikolaj Skou,Anne Grethe Jurik",Niels Egund,Anne Grethe Jurik
2021-Apr,Scientific Article,Safety and efficacy comparison of three- vs four-needle technique in the management of moderate to severe osteoarthritis of the knee using cooled radiofrequency ablation,"Philip Kin-Wai Wong,Nima Kokabi,Felix M. Gonzalez",Philip Kin-Wai Wong,Felix M. Gonzalez
2021-Apr,Scientific Article,Radiology-pathology correlation for bone and soft tissue tumors or tumor-like masses: single institutional experience after implementation of a weekly conference,"James S. Banks,Hillary W. Garner,Daniel E. Wessell",James S. Banks,Daniel E. Wessell
2021-Apr,Scientific Article,MARS MRI assessment of fatty degeneration of the gluteal muscles in patients with THA: reliability and accuracy of commonly used classification systems,"Christian Klemt,F. Joseph Simeone,Young-Min Kwon",Christian Klemt,Young-Min Kwon
2021-Apr,Review Article,Edema-like marrow signal intensity: a narrative review with a pictorial essay,"Davide Maraghelli,Maria Luisa Brandi,Stefano Colagrande",Davide Maraghelli,Stefano Colagrande
2021-Apr,Review Article,Tennis overuse injuries in the upper extremity,"Hanisha Patel,Sonali Lala,Tony T. Wong",Hanisha Patel,Tony T. Wong
2021-Apr,Scientific Article,Musculoskeletal Outside Interpretation (MOI-RADS): an automated quality assurance tool to prospectively track discrepancies in second-opinion interpretations in musculoskeletal imaging,"Maria A. Bedoya,Andrew S. Chi,Tessa S. Cook",Maria A. Bedoya,Tessa S. Cook
2021-Apr,Scientific Article,MRI-histopathological correlation in paediatric conventional central chondrosarcoma: a report of 17 cases,"Amir Ardakani,Panagiotis Gikas,Asif Saifuddin",Amir Ardakani,Asif Saifuddin
2021-Apr,Scientific Article,An inconspicuous stabilizer of the subtalar joint: MR arthrographic anatomy of the posterior talocalcaneal ligament,"Bahar Cankaya,Hayri Ogul",Bahar Cankaya,Hayri Ogul
2021-Apr,Scientific Article,"Development of a technique for MRI gold-standard direct volumetric measurement of complex joint effusion, and validation at the hip","Vanessa Quinn-Laurin,Geoffrey P. Bostick,Jacob L. Jaremko",Vanessa Quinn-Laurin,Jacob L. Jaremko
2021-May,Browser's Notes,Browser's Notes,,,
2021-May,Obituary,Harry K. Genant 1942–2021,Don Resnick,Don Resnick,Don Resnick
2021-May,Abstracts,"Annual Meeting Abstracts of the German Society of Skeletal Radiology (DGMSR) 2021, April 23 – 24, Berlin/ Germany",,,
2021-May,Case Report,Multimodal imaging of composite carbon fiber–based implants for orthopedic spinal fixation,"Francis T Delaney,Hazel Denton,Eoin C Kavanagh",Francis T Delaney,Eoin C Kavanagh
2021-May,Review Article,Sclerotic bone lesions caused by non-infectious and non-neoplastic diseases: a review of the imaging and clinicopathologic findings,"Vaibhav Gulati,Majid Chalian,Avneesh Chhabra",Vaibhav Gulati,Avneesh Chhabra
2021-May,Review Article,Diagnostic accuracy of dual-energy CT for detecting bone marrow edema in patients with acute knee injuries: a systematic review and meta-analysis,"Mitchell P. Wilson,Kevin Lui,Gavin Low",Mitchell P. Wilson,Gavin Low
2021-May,Review Article,Glenoid bony morphology of osteoarthritis prior to shoulder arthroplasty: what the surgeon wants to know and why,"Lawrence Lo,Scott Koenig,Kenneth C. Wang",Lawrence Lo,Kenneth C. Wang
2021-May,Scientific Article,Utility of the FABS MRI sequence in the evaluation of distal biceps pathology,"Christin A Tiegs-Heiden,Matthew A Frick,Mark S Collins",Christin A Tiegs-Heiden,Mark S Collins
2021-May,Scientific Article,"Radiographic imaging, densitometry and disease severity in Autosomal dominant osteopetrosis type 2","Lauren M. Ladd,Erik A. Imel,Michael J. Econs",Lauren M. Ladd,Michael J. Econs
2021-May,Scientific Article,Safety of bone marrow aspiration and biopsy in severely thrombocytopenic patients,"JD Stensby,JR Long,JW Jennings",JD Stensby,JW Jennings
2021-May,Scientific Article,Prevalence of shoulder labral abnormalities on MRI in a non-athletic asymptomatic young adult population,"Ruikang Liu,Cayce Onks,Aman Dhawan",Ruikang Liu,Aman Dhawan
2021-May,Test Yourself: Answer,Exertional pain in the thigh: test yourself question and answer,"N. Winn,F. Amary,K. Shepherd",N. Winn,K. Shepherd
2021-May,Scientific Article,Ultrasound of the distal biceps brachii tendon using four approaches: reproducibility and reader preference,"Theodore T. Miller,Gabrielle P. Konin,Gregory R. Saboeiro",Theodore T. Miller,Gregory R. Saboeiro
2021-May,Scientific Article,Assessment of validity and reliability of femoral shaft-patellar tendon angle measured on MRI,"Himanshu Gupta,Himanshu Kataria,Vineet Jain",Himanshu Gupta,Vineet Jain
2021-May,Scientific Article,Low-dose CT with metal artifact reduction in arthroplasty imaging: a cadaveric and clinical study,"Naveen Subhas,Bong J. Jun,Joseph P. Iannotti",Naveen Subhas,Joseph P. Iannotti
2021-May,Scientific Article,Ultrasound-guided versus blind interventions in patellar tendon lesions: a cadaveric study,"Ferran Abat,Hakan Alfredson,Alfonso Rodriguez-Baeza",Ferran Abat,Alfonso Rodriguez-Baeza
2021-May,Scientific Article,Characteristic heterotopic ossification of the proximal humerus after total shoulder arthroplasty,"Erik Olsen,Donald Endrizzi,Steven Farraher",Erik Olsen,Steven Farraher
2021-May,Scientific Article,"MRI following medial patellofemoral ligament reconstruction: assessment of imaging features found with post-operative pain, arthritis, and graft failure","Tony T. Wong,John Denning,Charles A. Popkin",Tony T. Wong,Charles A. Popkin
2021-May,Scientific Article,Comparison of T1-weighted turbo spin echo and out-of-phase T1-weighted gradient echo Dixon MRI for the assessment of intra-medullary length of appendicular bone tumours,"A. Saifuddin,R. Santiago,I. Pressney",A. Saifuddin,I. Pressney
2021-May,Technical Report,Metal artifacts of hip arthroplasty implants at 1.5-T and 3.0-T: a closer look into the B1 effects,"Iman Khodarahmi,John Kirsch,Jan Fritz",Iman Khodarahmi,Jan Fritz
2021-May,Test Yourself: Question,Exertional pain in the thigh: test yourself question and answer,"N. Winn,F. Amary,K. Shepherd",N. Winn,K. Shepherd
2021-May,Case Report,A rare cause of foot pain in an adolescent due to os paracuneiforme: a case report and review of the literature,"Yusuf Alper Kati,Ozkan Kose,Levent Sarikcioglu",Yusuf Alper Kati,Levent Sarikcioglu
2021-May,Scientific Article,The Stieda fracture revisited,"Kathryn J. Stevens,Omar M. Albtoush,Amelie M. Lutz",Kathryn J. Stevens,Amelie M. Lutz
2021-May,Case Report,A rare presentation of primary lymphoma of bone with aneurysmal bone cyst-like changes,"L. G. Shyamasundar,Madhavi Kandagaddala,Thomas Palocaren",L. G. Shyamasundar,Thomas Palocaren
2021-Jun,Scientific Article,Morphometric analysis of the incisura fibularis in patients with unstable high ankle sprains,"Wouter Huysse,Arne Burssens,Emmanuel A. Audenaert",Wouter Huysse,Emmanuel A. Audenaert
2021-Jun,Scientific Article,Incidental findings detected on preoperative CT imaging obtained for robotic-assisted joint replacements: clinical importance and the effect on the scheduled arthroplasty,"Gary Tran,Lafi S. Khalil,Steven B. Soliman",Gary Tran,Steven B. Soliman
2021-Jun,Scientific Article,Femoral neck shaft angle in relation to the location of femoral stress fracture in young military recruits: femoral head versus femoral neck stress fracture,"Dong-Kyu Kim,Tae Ho Kim",Dong-Kyu Kim,Tae Ho Kim
2021-Jun,Scientific Article,Increased sagittal diameter of the vertebral arch aids in diagnosis of lumbar spondylolysis,"Shi-Zheng Chen,An-Ni Tong,Jun-Wei Zhang",Shi-Zheng Chen,Jun-Wei Zhang
2021-Jun,Scientific Article,Percutaneous ultrasound-guided ganglion fenestration in children: initial results,"Erica K. Schallert,Melissa C. Cano,J. Herman Kan",Erica K. Schallert,J. Herman Kan
2021-Jun,Review Article,Spine trauma: Radiological approach and new concepts,"Renato Masson de Almeida Prado,José Luiz Masson de Almeida Prado,Julio B. Guimarães",Renato Masson de Almeida Prado,Julio B. Guimarães
2021-Jun,Review Article,Skeletal staging in Langerhans cell histiocytosis: a multimodality imaging review,"Ramanan Rajakulasingam,Mateen Siddiqui,Asif Saifuddin",Ramanan Rajakulasingam,Asif Saifuddin
2021-Jun,Review Article,MRI findings of chronic distal tendon biceps reconstruction and associated post-operative findings,"Dylan N. Greif,Samuel H. Huntley,Jean Jose",Dylan N. Greif,Jean Jose
2021-Jun,Scientific Article,Bone biopsy results in patients with a history of malignancy: a case series of 378 patients,"Rhys Morris,Karen Shepherd,Paul Cool",Rhys Morris,Paul Cool
2021-Jun,Scientific Article,Symptomatic COVID-19 infections in outpatient image-guided corticosteroid injection patients during the lockdown phase,"Connie Y. Chang,Anand Prabhakar,Miriam A. Bredella",Connie Y. Chang,Miriam A. Bredella
2021-Jun,Scientific Article,The incidence and diagnostic relevance of pathological fracture in conventional central chondrosarcoma,"Abdulaziz Alqubaisi,Ines Oliveira,Asif Saifuddin",Abdulaziz Alqubaisi,Asif Saifuddin
2021-Jun,Scientific Article,Prospective and longitudinal evolution of postoperative periprosthetic findings on metal artifact–reduced MR imaging in asymptomatic patients after uncemented total hip arthroplasty,"Christoph Germann,Lukas Filli,Reto Sutter",Christoph Germann,Reto Sutter
2021-Jun,Case Report,Subluxing fractured plantar fat pad: a case series and description of novel sonographic findings,"Walter I. Sussman,David J. Park,Yung H. Chen",Walter I. Sussman,Yung H. Chen
2021-Jun,Scientific Article,Additive values of pelvic tomosynthesis in comparison to pelvic radiography alone for the diagnosis of sacroiliitis in patients with suspected axial spondyloarthritis,"Euddeum Shim,Taeho Ha,Jaehyung Cha",Euddeum Shim,Jaehyung Cha
